month,day,week,airline,dest,dep_del,sch_elp,dist,sch_dep_m,act_dep_m,sch_arr_m,temp,dew,hum,wind,w_spd,gust,pres,sch_dep,sch_arr
1,15,3,6,3,43,164,765,1199,1242,1303,45,35,68,17,7,0,30.13,26,38
1,17,5,6,47,-11,111,427,1260,1249,1371,26,-3,28,7,16,0,30.67,30,37
11,26,2,3,4,-4,71,187,1020,1016,1091,49,48,97,12,12,0,30.03,29,32
11,28,4,4,16,10,272,1626,845,855,997,48,31,52,7,26,36,29.89,16,28
1,9,4,3,7,-13,91,301,899,886,990,33,6,32,0,0,0,30.72,29,41
12,5,4,0,7,-4,100,301,1335,1331,1435,39,23,53,16,16,0,30.06,27,33
11,13,3,0,47,6,110,427,485,491,595,27,9,47,8,23,32,30.31,53,19
11,6,3,0,4,-4,80,187,550,546,630,51,32,48,15,12,0,30.4,31,17
12,9,1,3,50,27,78,264,1380,1407,18,53,53,10,13,13,0,29.76,19,19
11,23,6,4,20,-6,178,1069,485,479,663,38,23,55,16,10,0,30.07,33,29
1,4,6,3,45,-4,379,2378,569,565,768,46,0,0,1,6,0,29.66,40,13
1,28,2,4,1,-5,162,760,916,911,1078,41,25,53,8,17,24,29.82,30,38
12,3,2,0,11,37,136,425,510,547,646,34,25,70,8,17,0,29.54,34,16
11,21,4,4,27,0,344,2248,659,659,823,50,33,52,8,8,0,30.16,18,23
1,5,7,4,57,-1,403,2569,485,484,708,38,25,60,8,23,41,29.81,55,19
1,14,2,0,37,18,97,290,575,593,672,43,39,86,1,10,0,30.34,34,16
11,30,6,6,48,-5,88,288,695,690,783,41,13,32,4,14,0,30.05,30,19
11,11,1,4,27,22,364,2248,1229,1251,1413,56,55,97,9,12,0,29.88,29,43
12,25,3,3,64,0,187,1005,454,454,641,31,24,76,4,7,0,30.24,28,26
1,5,7,1,27,122,374,2248,1256,1378,10,37,18,46,16,10,0,29.97,18,34
12,30,1,1,42,3,365,2153,345,348,590,41,41,10,2,16,0,29.85,10,21
11,5,2,4,15,-4,89,213,1254,1250,1343,55,45,69,17,10,0,30.14,27,40
1,11,6,3,28,-5,390,2475,860,855,1070,53,51,93,9,22,0,30.11,23,39
11,13,3,3,33,3,211,1182,899,902,1050,33,4,29,4,13,0,30.36,29,36
11,8,5,7,36,1,174,740,420,421,534,36,22,57,8,15,23,30.14,36,27
1,24,5,3,52,-8,388,2446,959,951,1167,44,27,51,1,13,0,30.3,31,38
11,30,6,7,7,-3,90,301,810,807,900,44,13,28,4,9,0,30.0,30,40
11,20,3,0,26,-5,171,828,1199,1194,1370,44,30,58,7,14,0,30.06,39,30
1,25,6,3,26,-9,160,828,449,440,609,41,40,96,2,15,0,30.09,36,32
12,1,7,6,43,-5,103,340,884,879,987,35,34,96,2,22,28,29.74,27,43
1,9,4,1,4,5,76,187,565,570,641,28,8,43,8,9,0,30.74,37,18
12,30,1,3,5,-6,223,1576,301,295,584,41,41,10,2,16,0,29.85,1,5
12,1,7,2,56,0,407,2586,420,420,647,31,18,59,2,14,0,29.98,41,35
12,12,4,1,28,-3,384,2475,1020,1017,1224,31,17,57,11,3,0,30.71,30,32
11,24,7,1,31,-8,198,1089,490,482,688,48,48,10,5,14,0,29.26,49,17
1,24,5,3,50,-6,83,264,1370,1364,13,39,32,76,2,10,0,30.28,20,31
11,28,4,3,2,-3,252,1521,1295,1292,47,40,29,65,8,22,0,30.13,20,24
1,5,7,3,47,18,112,427,1027,1045,1139,38,20,48,7,23,0,29.96,30,34
1,3,5,1,28,-2,392,2475,1290,1288,62,47,47,10,15,9,0,29.84,33,29
1,6,1,3,26,-3,162,828,480,477,642,35,30,82,17,16,0,29.97,39,34
12,31,2,1,15,-4,91,213,390,386,481,39,36,89,7,12,0,29.7,18,20
12,7,6,3,26,0,157,828,1230,1230,1387,33,16,50,7,15,28,30.47,25,38
12,31,2,4,28,-2,393,2475,485,483,698,39,37,93,7,10,0,29.71,44,15
1,21,2,3,4,124,70,187,1349,33,1419,32,24,73,15,6,0,30.42,10,13
1,19,7,3,28,-8,395,2475,509,501,724,43,31,62,16,13,23,29.7,45,19
12,20,5,0,43,-2,121,340,899,897,1020,33,15,48,4,12,0,30.56,27,42
12,27,5,1,28,-6,389,2475,660,654,869,50,45,83,12,7,0,30.22,24,22
11,4,1,2,57,-8,390,2569,560,552,770,52,31,45,11,8,0,30.38,35,20
1,9,4,3,36,7,168,740,480,487,588,26,9,49,8,12,22,30.73,48,20
11,6,3,4,1,8,140,760,360,368,500,46,35,66,8,9,0,30.33,17,17
1,4,6,8,33,-6,232,1182,475,469,647,46,46,10,3,10,0,29.68,38,34
11,26,2,3,56,-4,388,2586,410,406,618,42,41,96,13,3,0,29.99,18,19
11,26,2,3,51,-9,191,1074,1310,1301,61,48,45,89,12,6,0,30.05,31,33
1,19,7,0,24,22,160,665,540,562,700,45,32,60,16,18,28,29.73,39,16
11,4,1,4,52,10,383,2446,1175,1185,1378,54,42,64,9,17,0,30.3,38,28
11,20,3,3,28,1,376,2475,1280,1281,36,43,30,60,7,16,0,30.07,28,32
1,1,3,3,10,-5,137,636,839,834,976,39,20,46,15,16,23,29.77,27,39
1,6,1,0,18,-7,139,509,1025,1018,1164,42,29,60,15,9,0,30.0,30,35
1,22,3,4,18,-6,126,509,774,768,900,35,19,52,9,8,0,30.44,22,28
11,11,1,4,40,0,395,2454,485,485,700,54,45,72,0,0,0,30.1,53,21
11,26,2,3,8,-7,375,2465,629,622,824,52,42,69,12,6,0,30.04,19,22
12,6,5,4,12,-11,132,541,460,449,592,36,26,67,17,8,0,30.15,38,33
1,15,3,0,14,-2,149,589,510,508,659,47,37,68,16,12,0,30.2,46,19
12,13,5,4,12,-5,132,541,460,455,592,38,32,79,6,5,0,30.44,38,33
12,12,4,3,36,-7,163,740,470,463,573,27,13,56,7,20,0,30.71,39,35
12,23,1,4,30,-3,181,944,450,447,631,37,33,86,17,8,0,30.16,35,35
12,26,4,3,29,5,384,2465,360,365,564,34,34,10,7,5,0,30.25,19,23
1,25,6,3,55,-9,393,2422,1020,1011,1233,49,49,10,13,10,0,29.74,24,27
1,10,5,3,57,0,407,2569,985,985,1212,46,41,83,9,7,0,30.46,32,32
1,18,6,3,61,-4,190,1041,449,445,639,21,6,53,6,5,0,30.59,35,28
11,25,1,3,42,-9,337,2153,1139,1130,1356,45,43,93,12,8,0,29.9,36,31
12,6,5,0,4,5,85,187,559,564,644,41,30,65,13,10,0,30.13,32,19
12,31,2,3,8,-8,397,2465,990,982,1207,42,38,85,17,13,0,29.64,24,30
12,13,5,3,55,-9,379,2422,1069,1060,1268,48,48,10,2,8,0,30.15,31,33
12,3,2,4,56,13,409,2586,420,433,649,31,27,85,4,16,0,29.53,39,32
11,18,1,4,59,-5,328,1990,420,415,628,39,39,10,6,13,0,29.87,16,20
12,1,7,4,32,-4,194,1029,419,415,553,31,18,59,2,14,0,29.98,19,18
12,27,5,4,58,-1,233,1598,900,899,1193,49,46,90,9,6,0,30.13,27,42
12,16,1,4,28,-5,385,2475,1015,1010,1220,36,23,59,6,3,0,30.23,31,33
11,13,3,6,24,-6,153,665,924,918,1077,33,4,29,4,13,0,30.36,29,36
1,21,2,4,1,-4,158,760,515,511,673,25,13,60,4,7,0,30.46,41,16
1,5,7,4,31,-4,200,1089,930,926,1130,42,22,45,8,24,28,29.91,32,38
11,3,7,0,47,-6,106,427,780,774,886,55,31,40,16,16,21,30.09,24,27
12,9,1,2,28,1,395,2475,1020,1021,1235,50,50,10,9,10,0,29.87,33,33
11,8,5,4,64,-2,180,1005,485,483,665,35,24,64,8,21,29,30.14,52,21
11,8,5,6,3,-9,165,765,1199,1190,1304,33,15,48,7,18,28,30.29,40,26
12,6,5,3,8,-3,377,2465,600,597,797,44,30,58,12,14,0,30.1,32,19
12,28,6,3,36,-8,169,740,994,986,1103,48,33,56,8,6,0,30.21,29,31
11,19,2,6,9,-5,78,184,959,954,1037,46,37,71,4,10,0,29.81,28,36
11,30,6,6,37,-6,90,290,933,927,1023,40,13,33,4,8,0,30.0,31,39
1,29,3,4,55,-4,384,2422,420,416,624,33,19,56,7,17,0,30.05,19,17
12,26,4,3,1,-3,165,760,899,896,1064,46,39,76,5,7,0,30.34,28,41
11,9,6,3,20,-2,181,1069,301,299,482,26,17,69,7,7,0,30.35,1,4
11,24,7,4,15,-6,89,213,1254,1248,1343,43,33,68,15,24,33,29.52,29,42
1,4,6,3,36,27,174,740,959,986,1073,48,48,10,17,7,0,29.54,29,29
1,11,6,0,50,-8,93,264,1059,1051,1152,51,50,96,9,21,0,30.09,20,29
11,11,1,3,20,10,187,1069,480,490,667,54,45,72,0,0,0,30.1,53,21
1,23,4,1,2,-3,269,1521,1230,1227,1439,39,31,73,9,5,0,30.37,30,39
1,31,5,1,31,15,202,1089,1110,1125,1312,40,36,86,1,8,0,30.24,41,37
1,28,2,4,56,-3,410,2586,1025,1022,1255,40,26,58,8,18,25,29.86,26,25
11,23,6,1,28,-7,388,2475,540,533,748,40,24,53,7,8,0,30.06,52,17
1,25,6,3,39,25,185,1028,1232,1257,1417,46,44,93,15,15,0,29.77,28,39
11,27,3,4,42,-1,344,2153,1095,1094,1319,55,51,86,13,13,0,29.58,38,34
1,29,3,3,6,67,75,266,456,523,531,34,19,54,4,15,0,30.07,45,17
11,2,6,1,31,-6,180,1089,660,654,840,51,35,54,0,0,0,30.17,14,20
12,7,6,0,3,-4,173,765,517,513,630,34,20,56,8,16,23,30.35,44,15
1,23,4,4,59,-3,330,1990,605,602,815,39,24,55,17,10,0,30.43,22,21
12,24,2,4,56,-4,419,2586,490,486,729,43,30,60,4,14,0,30.13,45,17
1,4,6,6,48,-9,91,288,695,686,786,48,48,10,13,8,0,29.63,32,17
11,12,2,1,28,-3,378,2475,870,867,1068,33,20,59,8,21,35,29.93,31,35
12,14,6,0,24,174,148,665,1109,1283,1257,49,42,77,17,31,36,29.31,24,24
12,26,4,0,17,0,267,1391,530,530,737,37,37,10,6,9,0,30.32,51,16
12,24,2,3,42,-2,350,2153,1117,1115,1347,39,24,55,4,10,0,30.17,37,31
1,20,1,3,63,-9,77,209,465,456,542,21,8,57,7,21,0,30.22,38,34
12,7,6,2,56,-2,407,2586,420,418,647,33,20,59,8,17,26,30.34,19,20
11,10,7,4,12,-6,135,541,705,699,840,48,32,54,13,13,0,30.06,31,21
12,8,7,0,11,-3,138,425,1169,1166,1307,38,34,86,13,6,0,30.41,43,29
1,29,3,3,50,-7,80,264,750,743,830,39,18,43,7,15,0,30.06,21,29
11,23,6,4,27,0,350,2248,899,899,1069,42,26,53,13,7,0,29.92,26,38
12,28,6,4,18,-2,134,509,1045,1043,1179,46,33,61,4,7,0,30.21,29,38
11,26,2,1,2,-1,264,1521,1290,1289,54,48,45,89,12,6,0,30.05,31,33
1,22,3,0,11,-3,134,425,1210,1207,1344,32,21,64,0,0,0,30.44,28,36
12,8,7,4,52,-1,395,2446,485,484,700,31,23,72,1,5,0,30.56,50,16
1,14,2,0,9,112,79,184,860,972,939,43,39,87,1,7,0,30.17,29,29
12,6,5,4,59,-2,337,1990,952,950,1169,48,33,56,13,20,0,29.96,28,34
12,2,1,3,30,-4,174,944,410,406,584,38,38,10,6,16,0,29.48,19,20
1,28,2,0,54,-10,154,718,975,965,1129,41,25,53,8,18,0,29.83,28,29
1,10,5,4,32,7,196,1029,1000,1007,1136,46,41,83,9,7,0,30.46,32,32
11,23,6,3,51,-9,194,1074,586,577,780,40,24,53,7,8,0,30.06,40,15
12,4,3,3,63,48,75,209,427,475,502,37,30,76,15,15,0,29.6,36,30
12,18,3,1,31,101,201,1089,1080,1181,1281,27,22,81,7,14,0,29.94,41,30
12,23,1,3,56,17,410,2586,655,672,885,47,35,63,13,12,0,30.09,30,20
11,3,7,0,10,-1,152,636,1199,1198,1351,49,28,44,16,14,0,30.2,41,26
11,16,6,0,63,-1,79,209,660,659,739,40,5,23,2,18,32,30.44,17,18
11,23,6,3,30,-5,168,944,345,340,513,36,22,57,8,10,0,30.01,7,18
1,22,3,3,58,-6,224,1598,1417,1411,261,32,24,73,15,7,0,30.44,13,23
1,1,3,4,42,-6,366,2153,1160,1154,1406,37,22,54,15,16,0,29.86,46,27
1,24,5,0,7,-2,100,301,1055,1053,1155,42,31,65,1,8,0,30.31,29,27
12,18,3,6,48,-8,97,288,930,922,1027,35,23,61,15,16,28,29.84,33,34
11,20,3,4,27,105,353,2248,899,1004,1072,46,30,54,8,20,0,29.99,32,36
12,1,7,3,4,-3,69,187,783,780,852,33,30,89,6,12,0,29.86,31,46
11,15,5,4,23,13,250,1417,895,908,1085,48,28,46,17,10,0,30.14,29,37
1,8,3,1,56,0,411,2586,975,975,1206,36,16,44,16,28,35,30.08,29,30
11,17,7,1,28,-3,380,2475,480,477,680,37,26,65,5,18,0,30.36,34,30
1,20,1,0,18,-6,139,509,1025,1019,1164,29,-1,28,8,15,0,30.33,31,31
1,20,1,0,15,-7,105,213,938,931,1043,32,1,27,7,14,0,30.28,30,38
1,28,2,1,28,-7,398,2475,1020,1013,1238,40,26,58,8,18,25,29.86,28,29
12,6,5,4,10,-7,146,636,523,516,669,40,28,63,13,12,0,30.15,52,20
11,9,6,1,28,-8,378,2475,660,652,858,37,22,54,13,5,0,30.32,17,20
11,11,1,2,55,-6,387,2422,450,444,657,48,44,86,0,0,0,30.08,35,28
1,10,5,3,26,-6,160,828,449,443,609,40,37,89,13,13,0,30.6,42,36
11,2,6,4,27,-6,336,2248,510,504,666,46,33,61,6,9,0,30.24,47,18
1,27,1,1,4,-4,75,187,1390,1386,25,42,28,58,8,14,0,29.74,16,21
1,8,3,4,32,-2,198,1029,655,653,793,40,26,58,15,28,36,29.89,19,23
1,21,2,0,18,19,140,509,555,574,695,26,11,53,7,8,0,30.47,35,16
11,18,1,4,32,-6,194,1029,419,413,553,39,39,10,6,13,0,29.87,16,20
1,10,5,4,47,-3,125,427,1259,1256,1384,46,44,93,9,3,0,30.45,29,38
11,20,3,7,36,20,180,740,1195,1215,1315,44,30,58,7,14,0,30.06,29,43
11,10,7,4,26,-4,163,828,895,891,1058,50,36,59,13,7,0,30.01,30,33
1,5,7,3,20,-3,197,1069,809,806,1006,43,24,47,8,21,33,29.86,27,39
12,6,5,4,32,-9,200,1029,679,670,819,45,30,57,12,14,0,30.04,30,21
1,27,1,0,18,-5,140,509,555,550,695,40,32,73,17,16,0,29.72,41,18
11,25,1,4,62,-5,232,1623,515,510,807,45,35,68,15,8,0,29.81,51,17
1,23,4,0,6,-3,83,266,749,746,832,42,23,47,17,7,0,30.37,18,30
1,28,2,3,28,19,390,2475,860,879,1070,42,26,53,8,22,0,29.8,25,39
11,20,3,0,11,0,122,425,491,491,613,42,33,70,7,14,0,29.93,52,19
1,10,5,4,57,-3,427,2569,510,507,757,42,38,85,13,12,0,30.59,49,19
11,10,7,0,63,-4,80,209,660,656,740,48,32,54,13,13,0,30.06,20,22
11,9,6,3,26,0,153,828,451,451,604,32,20,61,0,0,0,30.38,32,27
11,16,6,7,36,-2,175,740,1200,1198,1315,34,5,30,6,10,0,30.46,40,26
11,30,6,0,22,-8,82,228,815,807,897,44,13,28,4,9,0,30.0,30,40
12,19,4,0,36,0,189,740,929,929,1058,26,10,51,16,18,24,30.36,33,34
11,8,5,3,50,131,77,264,725,856,802,39,13,34,7,22,31,30.15,30,35
11,6,3,3,29,-5,372,2465,1055,1050,1247,50,31,48,17,10,0,30.36,30,28
12,11,3,1,28,-7,384,2475,1020,1013,1224,36,27,70,15,18,0,30.33,30,32
11,1,5,4,32,-4,187,1029,668,664,795,55,31,40,15,20,31,30.05,29,17
1,9,4,2,28,0,400,2475,450,450,670,24,8,51,8,15,0,30.7,45,35
12,20,5,8,13,-7,122,483,580,573,702,28,11,49,7,16,0,30.55,37,17
12,19,4,1,31,4,191,1089,780,784,971,26,10,51,16,21,28,30.34,32,43
12,4,3,3,28,0,374,2475,1045,1045,1239,39,32,76,17,12,0,29.53,29,31
12,12,4,1,53,-1,276,1587,1109,1108,1325,30,18,61,3,3,0,30.69,39,36
1,31,5,4,59,6,339,1990,1079,1085,1298,40,36,86,1,8,0,30.24,41,37
12,31,2,3,63,-10,75,209,427,417,502,38,37,97,4,9,0,29.71,18,20
1,21,2,4,27,-3,371,2248,899,896,1090,32,6,34,4,14,0,30.41,25,39
12,9,1,3,33,-9,204,1182,387,378,531,43,43,10,5,6,0,30.19,19,20
1,8,3,4,2,-6,261,1521,1117,1111,1318,32,12,44,8,24,35,30.2,38,37
1,28,2,3,4,25,75,187,807,832,882,42,26,53,8,22,0,29.8,31,33
11,29,5,3,28,4,376,2475,1280,1284,36,36,23,59,4,20,0,30.13,26,26
11,12,2,3,59,-2,321,1990,505,503,706,46,42,86,8,21,33,29.76,52,19
1,10,5,4,47,-4,126,427,895,891,1021,49,42,77,12,7,0,30.46,26,40
1,10,5,3,7,-5,94,301,1110,1105,1204,46,43,89,0,0,0,30.46,40,37
1,25,6,6,14,171,143,589,990,1161,1133,47,47,10,13,17,0,29.75,41,34
12,7,6,8,13,-6,122,483,580,574,702,35,19,52,7,18,0,30.37,35,16
12,13,5,0,48,-5,110,288,920,915,1030,46,46,10,6,7,0,30.21,28,35
12,22,7,3,30,0,184,944,663,663,847,41,30,65,13,12,0,30.31,30,19
12,1,7,4,23,-3,253,1417,480,477,673,32,20,61,2,13,0,29.95,41,35
11,20,3,0,11,-6,124,425,882,876,1006,48,29,48,7,17,0,29.95,28,34
12,28,6,3,28,10,390,2475,1050,1060,1260,46,33,61,4,7,0,30.21,29,38
12,14,6,4,28,-7,385,2475,585,578,790,54,54,10,11,5,0,29.44,35,16
11,13,3,1,31,1,197,1089,930,931,1127,33,4,29,4,13,0,30.36,29,36
11,6,3,4,10,-2,134,636,820,818,954,55,27,34,15,8,0,30.35,24,44
12,10,2,4,30,1,193,944,1180,1181,1373,53,44,71,15,16,23,29.96,40,29
1,30,4,4,12,12,123,541,710,722,833,35,19,52,0,0,0,30.32,18,30
1,24,5,3,55,28,393,2422,1020,1048,1233,42,31,65,1,8,0,30.31,29,27
1,17,5,3,10,12,137,636,825,837,962,30,-2,25,8,18,0,30.62,33,34
1,11,6,4,1,-4,153,760,700,696,853,54,51,90,9,21,0,30.23,30,17
11,10,7,1,28,-5,390,2475,1109,1104,1319,50,35,57,17,9,0,30.03,40,34
1,13,1,4,64,-2,189,1005,909,907,1098,46,45,96,7,6,0,30.33,31,38
11,25,1,3,28,-2,376,2475,1280,1278,36,46,43,89,13,9,0,29.93,29,31
12,17,2,4,55,-3,397,2422,1100,1097,1317,34,34,10,7,10,0,29.7,38,36
12,24,2,3,20,2,197,1069,809,811,1006,49,26,41,4,10,0,30.1,24,40
1,17,5,3,28,-7,392,2475,990,983,1202,28,-3,26,7,16,0,30.64,31,32
11,24,7,1,28,-2,380,2475,750,748,950,42,42,10,7,24,0,29.23,20,27
1,16,4,6,47,-7,113,427,570,563,683,48,36,63,8,33,47,29.88,38,17
11,6,3,0,11,-4,122,425,491,487,613,50,33,52,16,12,0,30.39,52,18
12,24,2,3,51,-4,206,1074,569,565,775,44,30,58,6,14,0,30.15,34,15
11,5,2,3,10,-8,124,636,324,316,448,54,52,93,9,9,0,30.24,10,19
12,13,5,4,12,22,134,541,887,909,1021,46,46,10,6,7,0,30.21,28,35
12,7,6,6,43,-13,104,340,890,877,994,39,16,39,8,10,0,30.37,23,35
12,7,6,1,28,-6,378,2475,660,654,858,39,18,43,16,16,0,30.36,18,22
12,12,4,3,28,5,376,2475,880,885,1076,35,8,33,0,0,0,30.7,28,35
1,16,4,8,15,-6,92,213,685,679,777,49,29,46,8,22,30,29.88,28,18
11,2,6,3,28,-4,376,2475,1280,1276,36,48,42,80,6,3,0,30.05,28,22
11,27,3,3,2,-12,254,1521,502,490,696,47,46,97,2,5,0,30.0,51,18
12,14,6,3,28,0,387,2475,1180,1180,1387,50,48,93,17,24,32,29.27,41,29
12,8,7,4,4,-4,81,187,420,416,501,26,21,81,2,6,0,30.55,20,20
11,29,5,3,28,-5,374,2475,1360,1355,114,36,24,62,7,13,23,30.11,16,27
12,22,7,1,42,-5,363,2153,985,980,1228,42,32,67,17,10,0,30.22,30,30
1,22,3,0,15,-5,90,213,542,537,632,32,17,54,8,3,0,30.49,45,16
1,12,7,3,28,-6,390,2475,590,584,800,62,49,62,17,25,0,29.98,39,18
12,21,6,3,51,-7,200,1074,408,401,608,23,15,72,6,6,0,30.63,17,24
11,19,2,3,16,-9,275,1626,1214,1205,1369,45,35,68,4,6,0,29.87,29,40
12,30,1,4,59,-2,330,1990,654,652,864,43,42,97,2,22,31,29.76,25,23
11,9,6,3,58,10,222,1598,301,311,583,26,17,69,7,7,0,30.35,8,14
12,10,2,1,2,-8,265,1521,1290,1282,55,50,43,77,16,26,36,30.01,25,29
11,22,5,4,2,-11,257,1521,815,804,1012,50,48,93,15,23,29,29.69,31,43
12,29,7,4,20,-2,193,1069,685,683,878,43,29,58,1,10,0,30.22,30,19
11,24,7,3,58,54,222,1598,301,355,583,45,45,10,5,15,0,29.37,11,21
12,1,7,1,28,-8,388,2475,360,352,568,29,16,58,5,3,0,30.02,11,24
1,22,3,1,42,-4,362,2153,985,981,1227,35,19,52,17,9,0,30.42,28,30
11,21,4,3,20,6,187,1069,824,830,1011,53,32,45,14,5,0,30.12,29,43
12,7,6,1,17,-8,253,1391,400,392,593,33,22,64,8,13,0,30.29,19,20
11,17,7,3,45,-7,362,2378,1110,1103,1292,40,31,70,6,20,0,30.14,40,32
12,12,4,3,58,1,235,1598,954,955,1249,31,15,52,10,6,0,30.7,30,36
1,14,2,8,24,-6,150,665,895,889,1045,45,38,76,1,8,0,30.19,26,39
11,24,7,8,13,433,119,483,930,1363,1049,42,35,76,15,16,0,29.57,21,36
1,7,2,0,48,12,113,288,1218,1230,1331,37,35,93,5,8,0,29.89,31,37
11,22,5,3,45,0,362,2378,1110,1110,1292,45,25,46,16,30,40,29.87,38,33
1,6,1,4,4,23,82,187,1033,1056,1115,42,29,60,15,9,0,30.0,35,33
12,15,7,3,51,44,199,1074,960,1004,1159,43,24,47,15,21,33,29.96,32,32
12,22,7,3,28,-5,395,2475,1175,1170,1390,40,32,73,17,14,0,30.23,44,31
11,16,6,0,7,-14,102,301,1255,1241,1357,34,5,30,6,10,0,30.46,22,36
11,9,6,6,3,-4,165,765,1199,1195,1304,40,24,53,13,13,0,30.2,40,25
11,20,3,8,15,-5,75,213,665,660,740,44,34,68,4,20,0,29.93,29,19
11,15,5,3,28,-9,376,2475,480,471,676,40,27,60,17,8,0,30.26,36,30
11,20,3,0,7,-10,104,301,997,987,1101,46,30,54,8,20,0,29.99,32,36
12,10,2,0,48,0,100,288,599,599,699,55,54,96,17,7,0,29.82,29,19
12,14,6,4,30,-6,183,944,485,479,668,52,52,10,0,0,0,29.44,36,30
12,1,7,3,28,4,377,2475,689,693,886,33,26,75,6,13,0,29.88,32,21
11,19,2,3,20,-9,188,1069,1130,1121,1318,45,35,68,4,9,0,29.85,37,32
12,16,1,8,15,0,80,213,713,713,793,36,21,55,8,3,0,30.25,30,23
12,30,1,3,5,2,224,1576,1438,1440,282,38,37,97,6,20,30,29.73,20,20
12,17,2,4,1,13,166,760,1015,1028,1181,34,34,10,7,12,0,29.69,31,31
11,4,1,3,29,-10,368,2465,359,349,547,38,33,83,1,3,0,30.33,13,21
11,28,4,6,43,-10,102,340,815,805,917,49,32,52,7,26,40,29.86,24,36
12,9,1,3,8,-3,377,2465,988,985,1185,51,51,10,9,10,0,29.88,31,33
1,31,5,4,2,-8,264,1521,558,550,762,41,34,76,3,7,0,30.34,40,16
12,12,4,3,47,-1,105,427,1030,1029,1135,31,17,57,11,3,0,30.71,32,32
12,21,6,4,42,34,356,2153,1019,1053,1255,32,28,85,13,7,0,30.5,28,37
11,8,5,3,47,-8,104,427,488,480,592,35,24,64,8,21,29,30.14,52,21
12,14,6,3,8,115,377,2465,988,1103,1185,50,49,96,17,20,0,29.25,39,35
1,26,7,1,2,-4,269,1521,1230,1226,1439,42,29,60,15,15,24,29.81,30,39
11,6,3,3,4,-4,73,187,427,423,500,49,33,54,16,13,0,30.38,34,28
11,15,5,7,43,-6,113,340,899,893,1012,48,28,46,17,10,0,30.14,30,36
11,30,6,3,7,-7,84,301,480,473,564,34,21,59,7,14,0,30.08,36,31
1,15,3,0,17,0,267,1391,510,510,717,47,37,68,16,12,0,30.2,46,19
11,9,6,1,28,-2,390,2475,1110,1108,1320,40,26,58,13,14,0,30.22,35,33
11,3,7,4,40,1,386,2454,1080,1081,1286,50,28,43,15,9,0,30.18,38,34
11,22,5,0,63,-11,80,209,660,649,740,52,42,69,13,12,0,29.74,17,22
1,16,4,6,3,97,164,765,1199,1296,1303,37,19,48,8,28,41,30.1,35,34
11,5,2,4,40,-5,394,2454,1076,1071,1290,55,44,67,17,10,0,30.14,30,27
1,29,3,4,56,-4,411,2586,580,576,811,35,20,54,4,12,0,30.09,37,14
1,28,2,3,42,-7,353,2153,1173,1166,1406,40,27,60,8,23,30,29.89,36,31
1,24,5,6,9,-9,81,184,959,950,1040,47,27,46,3,8,0,30.3,31,38
1,3,5,3,7,-1,86,301,650,649,736,44,44,10,13,6,0,29.83,22,22
11,16,6,4,27,-1,356,2248,1049,1048,1225,34,7,32,5,7,0,30.45,25,33
11,30,6,0,50,-7,95,264,480,473,575,34,21,59,7,14,0,30.08,36,31
11,4,1,3,1,-7,154,760,418,411,572,44,36,73,1,3,0,30.37,16,20
12,23,1,4,27,-4,368,2248,899,895,1087,49,32,52,13,14,0,30.03,28,41
12,29,7,4,1,35,165,760,1050,1085,1215,40,39,97,2,8,0,30.11,42,35
1,7,2,0,15,-4,105,213,938,934,1043,41,28,60,2,13,0,29.91,30,37
1,9,4,3,20,-2,198,1069,680,678,878,31,7,37,4,10,0,30.74,29,18
1,9,4,0,47,-5,125,427,1259,1254,1384,32,19,59,9,7,0,30.74,30,38
11,12,2,4,56,-4,400,2586,580,576,800,42,39,89,16,15,0,29.8,31,19
11,19,2,3,39,-3,181,1028,540,537,721,48,43,83,17,9,0,29.79,52,20
1,6,1,1,28,-2,389,2475,1230,1228,1439,41,33,73,13,14,0,30.02,34,41
1,5,7,4,27,91,375,2248,1119,1210,1314,36,18,48,16,15,24,30.0,34,43
12,16,1,4,12,-3,132,541,460,457,592,34,18,52,7,8,0,30.26,38,32
11,23,6,0,46,-6,76,273,570,564,646,40,24,53,7,8,0,30.06,40,15
11,30,6,3,51,11,192,1074,1041,1052,1233,39,14,36,4,3,0,30.02,30,31
11,3,7,3,56,271,409,2586,1180,11,1409,53,46,77,12,9,0,30.28,7,14
12,19,4,3,50,-4,84,264,702,698,786,23,7,50,15,16,0,30.33,31,22
12,27,5,3,26,-2,162,828,480,478,642,48,45,89,12,9,0,30.3,36,34
1,7,2,4,1,-3,164,760,1129,1126,1293,38,33,83,1,9,0,29.9,37,34
1,17,5,4,59,-2,334,1990,955,953,1169,28,-3,26,7,16,0,30.64,30,39
11,13,3,0,46,-7,77,273,570,563,647,29,9,43,7,22,31,30.33,32,19
11,5,2,3,30,-8,168,944,345,337,513,54,52,93,9,9,0,30.24,10,19
1,14,2,4,32,225,196,1029,1000,1225,1136,43,43,10,1,5,0,30.15,26,34
11,14,4,4,1,-1,151,760,700,699,851,41,25,53,14,7,0,30.41,29,20
1,8,3,8,24,-10,143,665,930,920,1073,43,14,31,7,25,38,30.02,30,36
12,31,2,0,18,-6,140,509,1040,1034,1180,43,39,86,17,9,0,29.64,26,31
11,30,6,6,43,-10,103,340,884,874,987,42,11,28,4,13,0,30.0,27,39
12,28,6,4,1,-2,158,760,360,358,518,42,42,10,15,12,0,30.16,10,20
1,24,5,4,2,-6,257,1521,815,809,1012,51,26,38,10,10,0,30.31,33,34
