,month,day,week,airline,dest,dep_del,sch_elp,dist,sch_dep,act_dep,sch_arr,temp,dew,hum,wind,w_spd,gust,pres,cond,bef_dep1,aft_dep1,bef_arr1,aft_arr1
299,11,1,5,3,58,25,228,1598,1400,1425,188,68,67,96,9,33,47,29.55,13,2,1,3,8
9356,11,29,5,4,17,-1,250,1391,1100,1099,1290,37,25,62,4,13,0,30.15,16,8,8,2,8
25007,1,20,1,0,7,14,99,301,856,870,955,32,2,28,4,16,0,30.27,3,7,18,5,12
21151,1,8,3,3,28,-7,386,2475,330,323,536,33,31,92,17,18,0,29.9,3,2,0,2,5
24849,1,20,1,3,54,18,142,718,379,397,521,21,8,57,7,23,29,30.14,4,5,10,4,11
4806,11,15,5,6,9,53,78,184,959,1012,1037,45,29,53,17,10,0,30.16,16,13,16,2,10
12508,12,10,2,3,28,0,376,2475,1290,1290,46,50,43,77,16,26,36,30.01,13,8,8,3,9
12868,12,12,4,1,42,0,344,2153,651,651,875,33,12,42,4,9,0,30.71,16,3,12,4,6
25447,1,21,2,1,28,-1,400,2475,1170,1169,1390,31,7,37,7,13,0,30.46,16,17,10,4,10
23388,1,14,2,8,4,-6,84,187,1290,1284,1374,43,43,10,2,3,0,30.14,0,7,7,4,11
18588,12,30,1,3,1,1,165,760,899,900,1064,42,42,10,1,25,37,29.7,13,10,13,7,15
18267,12,29,7,0,15,0,104,213,915,915,1019,42,36,79,1,6,0,30.15,0,14,19,6,7
17119,12,26,4,4,16,-1,292,1626,480,479,652,36,36,10,6,8,0,30.32,16,12,19,5,6
7693,11,24,7,6,47,-7,114,427,569,562,683,49,49,10,4,8,0,29.23,0,9,14,2,3
24714,1,19,7,3,56,-5,414,2586,930,925,1164,41,21,45,8,20,25,29.78,16,16,13,8,12
5793,11,18,1,2,56,2,410,2586,995,997,1225,41,41,10,7,13,0,29.72,12,9,14,7,9
7928,11,25,1,3,58,-10,222,1598,301,291,583,39,33,79,15,15,0,29.74,18,0,1,5,7
5601,11,18,1,3,4,5,73,187,427,432,500,39,39,10,6,13,0,29.87,9,16,7,7,12
16921,12,25,3,4,1,-4,157,760,815,811,972,44,33,65,9,6,0,30.16,16,6,8,8,12
8847,11,27,3,4,58,3,234,1598,1140,1143,1434,55,51,86,13,13,0,29.58,0,6,8,6,12
21234,1,8,3,4,2,8,264,1521,558,566,762,36,30,79,15,20,0,29.93,16,11,10,0,2
18179,12,29,7,4,30,13,184,944,568,581,752,41,32,70,2,9,0,30.28,16,14,11,3,8
13609,12,14,6,1,31,53,197,1089,930,983,1127,51,51,10,12,20,0,29.22,12,8,6,4,7
16763,12,24,2,4,56,-5,419,2586,1199,1194,1438,38,24,57,4,10,0,30.19,16,19,6,4,12
1403,11,5,2,0,9,-7,75,184,835,828,910,61,52,72,17,12,0,30.1,0,7,6,7,15
20819,1,6,1,3,2,154,263,1521,1290,4,53,35,34,96,8,7,0,29.87,16,2,0,3,6
13839,12,15,7,4,27,-2,368,2248,675,673,863,48,32,54,15,28,33,29.78,17,10,17,4,5
25943,1,23,4,0,63,-8,80,209,662,654,742,40,24,53,13,9,0,30.41,16,4,6,2,6
15545,12,21,6,3,63,-6,75,209,419,413,494,24,17,75,6,5,0,30.64,16,5,10,4,13
28583,1,31,5,3,20,-2,193,1069,629,627,822,43,34,71,3,8,0,30.34,16,4,6,2,7
21076,1,7,2,3,42,7,350,2153,1117,1124,1347,38,33,83,1,9,0,29.9,12,12,7,2,6
23801,1,16,4,0,36,-1,182,740,478,477,600,50,46,86,15,21,31,29.85,19,18,20,6,5
12749,12,11,3,0,46,24,83,273,1349,1373,1432,32,16,52,16,15,25,30.45,3,2,3,6,5
21469,1,9,4,1,31,0,201,1089,367,367,568,24,7,48,16,14,0,30.61,3,4,6,2,6
23258,1,14,2,4,47,-8,126,427,895,887,1021,45,38,76,1,8,0,30.19,0,5,17,9,18
21055,1,7,2,3,28,-7,390,2475,1050,1043,1260,40,26,58,1,10,0,29.9,0,11,8,2,11
18773,12,31,2,8,7,-7,98,301,690,683,788,42,39,89,17,12,0,29.66,16,13,12,1,2
8948,11,28,4,2,40,-5,385,2454,425,420,630,47,33,59,8,21,31,29.76,17,11,14,7,14
4039,11,13,3,1,12,-6,129,541,811,805,940,35,6,30,7,15,23,30.33,3,3,10,4,11
24804,1,19,7,1,53,72,292,1587,1135,1207,1367,34,16,48,16,17,28,29.92,3,9,6,6,11
10592,12,4,3,0,50,19,102,264,989,1008,1091,39,32,76,15,12,0,29.53,0,12,13,6,9
14202,12,16,1,0,22,-8,88,228,810,802,898,36,22,57,7,5,0,30.25,0,4,9,6,9
2013,11,7,4,2,56,-14,407,2586,690,676,917,55,44,67,13,12,0,30.11,0,13,14,3,6
23305,1,14,2,3,20,-6,199,1069,990,984,1189,43,40,89,1,7,0,30.16,12,15,9,4,6
1988,11,7,4,3,61,18,184,1041,568,586,752,53,33,47,17,15,0,30.21,0,13,7,1,9
13369,12,13,5,4,18,-5,143,509,1165,1160,1308,51,51,10,2,8,0,30.12,20,8,20,7,7
22258,1,11,6,4,20,-3,189,1069,685,682,874,54,51,90,9,21,0,30.23,17,8,13,3,4
5675,11,18,1,3,7,-6,85,301,599,593,684,42,39,89,4,14,0,29.81,9,15,5,4,9
11924,12,8,7,0,50,84,93,264,1335,1419,1428,41,38,89,12,3,0,30.34,0,1,1,3,9
15032,12,19,4,3,6,106,71,266,759,865,830,26,10,51,16,18,0,30.35,3,6,15,12,12
28451,1,30,4,8,4,-10,84,187,1290,1280,1374,31,22,69,5,5,0,30.35,16,10,5,7,13
10705,12,5,4,3,20,4,181,1069,301,305,482,37,33,86,15,10,0,29.6,16,1,1,1,7
6095,11,19,2,0,11,-7,124,425,882,875,1006,48,38,68,8,12,0,29.79,16,6,19,8,9
13306,12,13,5,4,55,-3,398,2422,961,958,1179,48,48,10,4,8,0,30.18,12,12,13,6,10
24326,1,17,5,3,59,-3,334,1990,1170,1167,1384,26,-3,28,7,16,0,30.67,18,10,9,7,9
9408,11,29,5,0,43,-8,114,340,1275,1267,1389,36,23,59,4,20,0,30.13,0,5,7,1,7
20117,1,4,6,3,30,27,185,944,1111,1138,1296,50,50,10,14,3,0,29.53,12,7,6,4,11
11499,12,7,6,6,37,51,91,290,930,981,1021,36,15,43,8,15,0,30.4,3,16,7,5,8
16550,12,24,2,3,10,-8,140,636,480,472,620,43,30,60,4,14,0,30.13,16,12,18,4,6
22873,1,13,1,3,28,-5,387,2475,689,684,896,47,44,90,1,7,0,30.38,0,12,14,4,4
28215,1,30,4,3,56,-7,414,2586,540,533,774,31,16,54,5,9,0,30.32,18,11,14,2,4
17730,12,27,5,3,64,-5,184,1005,1295,1290,39,50,45,83,17,9,0,30.14,0,10,10,6,7
2073,11,7,4,4,1,-5,159,760,899,894,1058,56,46,69,12,9,0,29.98,0,13,12,7,15
11661,12,8,7,3,28,-3,379,2475,515,512,714,31,23,72,1,5,0,30.56,16,13,8,4,8
26921,1,26,7,3,56,-4,409,2586,740,736,969,47,30,52,16,15,23,29.77,16,3,7,3,10
3857,11,12,2,3,28,-4,376,2475,1280,1276,36,29,9,43,7,16,28,30.12,18,8,9,6,10
19778,1,3,5,4,32,6,202,1029,965,971,1107,46,45,96,13,12,0,29.81,0,9,10,4,7
22383,1,11,6,6,3,7,164,765,1199,1206,1303,51,50,96,9,16,0,30.09,16,5,8,6,17
19881,1,3,5,8,7,-7,107,301,1289,1282,1396,47,47,10,15,9,0,29.84,0,9,10,6,7
5528,11,17,7,0,26,46,171,828,1199,1245,1370,40,31,70,6,22,28,30.12,1,6,9,9,11
15323,12,20,5,4,18,-5,124,509,780,775,904,34,13,42,7,15,0,30.53,3,5,6,4,9
1494,11,5,2,4,56,-4,412,2586,1135,1131,1367,55,44,67,17,10,0,30.14,18,12,4,6,7
6746,11,21,4,3,4,-8,69,187,780,772,849,53,32,45,14,5,0,30.12,18,4,7,1,8
25890,1,23,4,4,30,-1,180,944,485,484,665,36,26,67,17,9,0,30.42,16,20,15,6,7
7083,11,22,5,4,55,9,384,2422,675,684,879,52,42,69,13,17,0,29.71,12,12,16,2,7
8763,11,27,3,6,43,-10,103,340,884,874,987,55,50,83,9,16,0,29.71,16,6,19,7,11
23226,1,14,2,1,28,-3,390,2475,750,747,960,45,34,65,14,7,0,30.25,0,5,8,4,12
7802,11,24,7,0,24,-1,149,665,945,944,1094,42,38,85,8,25,33,29.35,13,13,13,4,7
19826,1,3,5,3,49,-2,385,2411,1140,1138,1345,46,45,96,13,10,0,29.82,0,9,7,4,11
18825,12,31,2,0,37,16,102,290,895,911,997,43,39,86,17,15,0,29.62,18,13,15,6,9
13201,12,13,5,4,56,2,416,2586,580,582,816,46,42,86,10,9,0,30.4,0,12,6,4,8
22132,1,10,5,1,42,23,357,2153,1290,1313,87,44,43,96,0,0,0,30.45,18,6,6,5,10
27205,1,27,1,1,28,-5,399,2475,540,535,759,40,32,73,17,16,0,29.72,16,10,14,2,5
10119,12,2,1,0,6,-4,80,266,755,751,835,36,35,97,4,16,23,29.48,23,5,2,4,8
8850,11,27,3,3,45,45,362,2378,1110,1155,1292,55,51,86,13,13,0,29.58,0,9,17,6,10
25823,1,22,3,3,4,-4,70,187,1349,1345,1419,31,23,72,12,5,0,30.44,3,3,3,5,9
4775,11,15,5,0,15,-4,101,213,929,925,1030,48,28,46,17,10,0,30.14,16,11,13,6,9
15658,12,21,6,1,28,-7,389,2475,750,743,959,35,22,59,14,3,0,30.55,0,5,4,8,8
583,11,3,7,4,1,-5,139,760,360,355,499,43,32,65,16,12,0,30.05,3,3,7,1,5
17891,12,28,6,0,18,-5,133,509,765,760,898,51,35,54,16,12,0,30.18,16,4,4,5,7
26891,1,26,7,3,20,-5,193,1069,629,624,822,44,35,71,15,15,0,29.82,18,4,5,3,8
15503,12,20,5,1,2,-3,263,1521,1305,1302,68,28,13,53,4,10,0,30.63,3,9,5,2,9
14358,12,16,1,1,56,0,406,2586,1275,1275,61,34,27,75,2,3,0,30.2,23,6,5,6,10
24140,1,17,5,3,55,25,395,2422,546,571,761,24,3,40,7,25,31,30.63,4,11,10,3,6
22292,1,11,6,1,42,14,355,2153,805,819,1040,54,51,90,9,24,31,30.15,17,6,7,3,15
6426,11,20,3,4,16,-5,275,1626,845,840,1000,48,29,48,7,17,0,29.95,16,8,6,9,14
28084,1,29,3,4,42,12,365,2153,1165,1177,1410,35,16,46,4,13,0,30.14,3,14,6,6,11
21603,1,9,4,3,56,-9,409,2586,740,731,969,32,8,37,4,12,0,30.72,18,7,6,5,9
22928,1,13,1,8,24,-4,150,665,895,891,1045,46,45,96,7,6,0,30.33,0,9,17,8,20
15084,12,19,4,4,28,-3,385,2475,1015,1012,1220,25,9,51,8,16,0,30.39,3,7,16,3,6
4176,11,13,3,4,64,33,179,1005,1165,1198,1344,30,7,38,4,9,0,30.43,16,16,7,8,18
2980,11,10,7,1,56,-2,394,2586,660,658,874,48,32,54,13,13,0,30.06,16,9,13,2,6
25120,1,20,1,4,30,-2,192,944,1185,1183,1377,28,0,30,7,16,0,30.36,3,15,9,4,9
21722,1,9,4,3,20,-4,196,1069,1110,1106,1306,31,11,43,3,6,0,30.74,0,10,12,4,14
16463,12,23,1,0,48,37,118,288,1200,1237,1318,44,33,65,17,14,0,29.98,16,8,7,5,10
16991,12,25,3,3,20,-11,197,1069,1060,1049,1257,37,35,93,10,5,0,30.16,16,5,5,5,12
25412,1,21,2,4,52,-5,385,2446,1095,1090,1300,31,8,38,8,12,0,30.45,16,4,10,11,13
5781,11,18,1,4,33,-3,208,1182,960,957,1108,41,41,10,7,13,0,29.72,12,13,13,7,12
10503,12,4,3,4,64,-5,179,1005,710,705,889,39,32,76,15,14,0,29.55,0,12,5,3,8
16888,12,25,3,4,59,-2,331,1990,654,652,865,44,31,60,0,0,0,30.2,16,3,4,4,4
15732,12,21,6,3,52,0,385,2446,990,990,1195,33,27,78,13,8,0,30.51,0,12,16,5,9
10950,12,5,4,3,28,-6,387,2475,1180,1174,1387,38,26,62,16,20,29,30.0,18,8,2,2,9
1334,11,5,2,3,58,-7,232,1598,550,543,842,60,56,86,11,15,21,30.18,0,7,9,4,3
11903,12,8,7,1,2,-1,265,1521,1290,1289,55,37,35,93,0,0,0,30.39,18,8,10,5,6
11719,12,8,7,0,47,-5,117,427,705,700,822,39,25,57,9,13,0,30.5,16,16,6,3,7
3549,11,11,1,3,38,124,59,150,1370,54,1429,56,53,90,9,13,0,29.78,0,0,0,1,2
6286,11,20,3,3,63,-6,73,209,420,414,493,42,33,70,7,15,0,29.93,16,12,16,8,15
27769,1,28,2,3,39,-5,185,1028,1232,1227,1417,40,27,60,8,23,30,29.89,1,11,8,4,7
23855,1,16,4,3,7,-4,84,301,631,627,715,49,30,48,16,31,44,29.89,19,4,5,3,7
13075,12,12,4,1,2,-6,265,1521,1290,1284,55,32,23,69,9,6,0,30.68,16,10,11,2,7
11904,12,8,7,3,2,14,252,1521,1289,1303,41,37,35,93,0,0,0,30.39,18,5,7,4,10
3309,11,11,1,5,21,-6,675,4983,600,594,975,57,46,67,14,5,0,30.08,16,7,5,5,9
16346,12,23,1,4,23,10,268,1417,895,905,1103,49,32,52,13,14,0,30.03,16,18,14,5,13
20106,1,4,6,0,17,-7,271,1391,1109,1102,1320,50,50,10,14,3,0,29.53,12,4,10,6,11
1806,11,6,3,4,53,-4,262,1587,1105,1101,1307,50,30,46,17,9,0,30.37,3,8,8,5,10
60,11,1,5,3,28,-4,379,2475,515,511,714,50,33,52,15,21,30,30.0,4,18,6,6,10
7267,11,22,5,0,10,6,146,636,1229,1235,1375,43,25,49,16,16,26,29.91,3,6,6,6,9
13206,12,13,5,3,8,-4,377,2465,600,596,797,49,47,93,10,13,0,30.38,0,9,3,7,11
8136,11,25,1,0,7,-7,104,301,997,990,1101,44,38,79,9,8,0,29.87,3,10,16,3,9
3999,11,13,3,3,30,-8,175,944,665,657,840,33,9,37,7,17,0,30.33,3,8,13,4,5
25313,1,21,2,0,47,-3,113,427,752,749,865,32,12,44,7,9,0,30.41,3,7,8,4,13
25305,1,21,2,1,12,-5,125,541,723,718,848,32,12,44,7,9,0,30.41,3,11,5,3,8
20334,1,5,7,4,30,-7,182,944,817,810,999,43,24,47,8,21,33,29.86,17,8,9,3,14
25967,1,23,4,3,20,88,193,1069,629,717,822,42,23,47,17,7,0,30.37,0,11,5,2,8
17761,12,28,6,3,39,-10,178,1028,389,379,567,42,42,10,15,12,0,30.16,3,4,5,4,7
1544,11,5,2,3,64,-9,179,1005,1305,1296,44,56,41,57,15,10,0,30.16,18,12,6,7,11
7919,11,24,7,1,28,77,384,2475,1290,1367,54,42,35,76,15,16,0,29.57,3,3,5,3,8
6754,11,21,4,7,7,-4,90,301,810,806,900,53,32,45,14,5,0,30.12,18,6,11,6,10
22984,1,13,1,3,47,13,112,427,1013,1026,1125,45,45,10,7,7,0,30.34,0,6,7,6,6
27630,1,28,2,3,10,-9,137,636,825,816,962,44,27,51,8,20,25,29.79,16,8,6,8,15
8995,11,28,4,2,55,-1,387,2422,560,559,767,50,33,52,16,31,41,29.76,17,6,13,4,3
6852,11,21,4,3,55,-7,382,2422,1077,1070,1279,47,38,71,12,8,0,30.1,16,10,9,3,7
22403,1,11,6,3,58,-3,231,1598,1300,1297,151,52,51,97,9,16,0,30.05,0,5,3,1,5
9120,11,28,4,7,36,-4,181,740,1165,1161,1286,40,29,65,7,22,32,30.11,4,6,18,3,6
15079,12,19,4,0,50,1,102,264,989,990,1091,25,11,55,15,13,0,30.37,3,8,12,5,13
12408,12,10,2,3,30,12,183,944,960,972,1143,54,54,10,17,12,0,29.89,12,11,10,7,11
26946,1,26,7,0,22,-3,87,228,825,822,912,46,29,51,15,20,24,29.75,16,10,3,6,14
7673,11,24,7,3,7,20,84,301,480,500,564,48,48,10,5,14,0,29.26,0,27,12,5,8
12178,12,9,1,3,28,-6,374,2475,1360,1354,114,52,52,10,13,10,0,29.77,12,3,5,8,12
24612,1,19,7,4,47,-4,125,427,539,535,664,45,32,60,16,18,28,29.73,18,11,14,2,4
26552,1,25,6,0,7,-4,91,301,479,475,570,41,41,10,2,18,0,30.07,0,9,23,8,7
21073,1,7,2,3,30,3,185,944,1111,1114,1296,38,33,83,1,9,0,29.9,12,11,9,3,10
4932,11,16,6,3,10,-8,124,636,324,316,448,38,22,53,6,17,26,30.32,3,2,1,4,7
25026,1,20,1,8,24,-7,143,665,930,923,1073,32,1,27,7,14,0,30.28,3,14,12,3,13
15518,12,20,5,3,50,-2,83,264,1380,1378,23,27,14,58,7,10,0,30.63,18,6,4,6,6
27693,1,28,2,6,9,25,81,184,959,984,1040,41,25,53,8,18,0,29.83,16,13,10,6,6
7432,11,23,6,0,6,-8,78,266,755,747,833,44,24,45,12,14,0,29.97,16,7,2,4,7
26286,1,24,5,2,56,-12,410,2586,690,678,920,51,18,27,1,6,0,30.36,18,8,12,0,4
24658,1,19,7,4,32,-3,193,1029,700,697,833,45,30,56,16,21,29,29.74,17,12,7,4,7
8306,11,26,2,1,27,-1,359,2248,480,479,659,49,46,90,12,10,0,30.03,18,21,26,3,6
5879,11,18,1,4,15,-5,89,213,1254,1249,1343,40,40,10,7,7,0,29.72,12,3,9,5,11
5651,11,18,1,4,10,-2,140,636,523,521,663,40,39,97,6,12,0,29.84,0,13,5,5,9
24559,1,19,7,1,31,-3,201,1089,419,416,620,38,34,86,16,5,0,29.69,16,7,8,5,12
24864,1,20,1,0,7,-4,95,301,447,443,542,21,8,57,7,21,0,30.22,4,9,18,6,12
26571,1,25,6,0,14,-5,145,589,510,505,655,41,41,10,2,18,0,30.07,0,20,6,4,9
2179,11,7,4,6,3,-6,165,765,1199,1193,1304,50,47,89,16,16,0,30.0,12,11,9,8,18
19825,1,3,5,4,53,-2,269,1587,1139,1137,1348,46,45,96,13,10,0,29.82,0,9,8,3,11
25111,1,20,1,4,64,1,185,1005,1165,1166,1350,28,0,30,7,16,0,30.36,3,10,9,6,9
21829,1,10,5,1,56,-3,412,2586,420,417,652,40,37,89,13,13,0,30.6,0,11,14,5,15
19577,1,3,5,3,10,-5,132,636,359,354,491,44,42,93,13,8,0,29.85,12,3,7,4,6
15777,12,21,6,4,27,43,375,2248,1119,1162,1314,33,29,85,9,3,0,30.48,18,4,16,4,5
17501,12,27,5,3,45,-7,379,2378,570,563,769,50,45,83,12,10,0,30.29,16,13,16,1,4
23276,1,14,2,4,28,-5,395,2475,925,920,1140,44,38,79,1,9,0,30.18,0,15,11,6,9
24931,1,20,1,4,56,-2,411,2586,580,578,811,25,9,51,7,23,0,30.26,4,12,9,4,8
14672,12,17,2,0,50,1,93,264,1335,1336,1428,35,32,89,7,17,0,29.71,0,9,2,6,11
6943,11,21,4,0,46,-10,83,273,1340,1330,1423,48,39,71,9,10,0,30.03,0,9,2,2,12
22566,1,12,7,4,28,-3,391,2475,820,817,1031,67,43,42,15,22,30,30.05,17,9,6,7,16
16830,12,25,3,3,64,0,187,1005,454,454,641,31,24,76,4,7,0,30.24,18,9,10,4,11
1321,11,5,2,1,27,-6,358,2248,509,503,687,59,53,81,11,7,0,30.2,0,25,11,6,10
13544,12,14,6,3,7,65,83,301,615,680,698,55,55,10,3,5,0,29.33,5,9,13,3,5
4261,11,14,4,4,56,25,397,2586,420,445,637,31,17,57,7,6,0,30.46,16,16,9,7,10
3000,11,10,7,8,15,0,80,213,713,713,793,48,33,56,13,9,0,30.04,16,12,4,4,9
25389,1,21,2,3,28,-6,392,2475,990,984,1202,31,8,38,4,8,0,30.42,16,12,9,6,6
14901,12,18,3,4,27,20,371,2248,1169,1189,1360,27,22,81,7,14,0,29.94,14,6,0,2,14
6717,11,21,4,3,56,11,393,2586,659,670,872,50,33,52,8,8,0,30.16,3,8,12,3,4
3889,11,13,3,3,30,-7,168,944,345,338,513,23,8,53,8,23,0,30.24,4,3,6,3,6
1518,11,5,2,1,28,-3,394,2475,1200,1197,1414,55,45,69,17,10,0,30.14,16,14,7,9,16
20602,1,6,1,4,59,-5,325,1990,665,660,870,42,31,65,15,17,0,29.95,18,7,16,5,5
3319,11,11,1,0,63,-13,80,209,660,647,740,57,46,67,14,5,0,30.08,16,4,12,4,5
26491,1,24,5,3,40,4,384,2454,1278,1282,42,39,31,73,2,8,0,30.3,16,9,7,3,12
14257,12,16,1,4,55,-5,398,2422,961,956,1179,36,23,59,6,3,0,30.23,16,10,12,4,9
24698,1,19,7,4,27,-3,367,2248,899,896,1086,41,21,45,8,20,25,29.78,16,5,11,9,14
17212,12,26,4,2,28,-3,395,2475,785,782,1000,46,36,68,6,10,0,30.31,16,5,4,3,8
4684,11,15,5,3,56,61,397,2586,562,623,779,48,23,37,15,13,0,30.22,18,7,4,4,10
5863,11,18,1,4,52,6,383,2446,1175,1181,1378,40,40,10,7,7,0,29.72,12,15,9,7,10
6550,11,20,3,3,20,-9,198,1069,1203,1194,1401,44,30,58,7,14,0,30.06,16,14,8,10,18
6352,11,20,3,0,46,-10,77,273,570,560,647,42,33,70,7,17,0,29.94,0,8,11,1,2
28173,1,30,4,3,50,-4,82,264,457,453,539,26,14,60,4,8,0,30.3,18,14,16,5,9
9697,11,30,6,4,18,2,133,509,1169,1171,1302,37,17,44,4,8,0,30.02,16,9,13,5,10
12624,12,11,3,4,59,-3,337,1990,952,949,1169,36,30,79,17,14,0,30.27,16,13,12,5,10
24145,1,17,5,4,28,0,385,2475,590,590,795,24,3,40,7,25,31,30.63,4,8,6,5,10
11580,12,7,6,0,63,-13,87,209,1289,1276,1376,33,15,48,7,13,0,30.48,3,5,6,3,4
11812,12,8,7,4,28,0,385,2475,1015,1015,1220,38,32,79,13,9,0,30.42,16,8,16,2,8
24930,1,20,1,3,20,0,200,1069,575,575,775,25,9,51,7,23,0,30.26,4,12,11,4,8
15704,12,21,6,4,1,11,162,760,917,928,1079,35,27,72,12,3,0,30.5,0,8,14,6,11
11093,12,6,5,1,28,-6,378,2475,660,654,858,45,30,57,12,14,0,30.04,16,7,12,5,5
355,11,2,6,0,3,7,155,765,485,492,580,46,33,61,6,9,0,30.24,3,23,12,4,8
9168,11,29,5,3,28,-7,371,2475,340,333,531,32,21,64,4,23,29,30.21,4,2,4,2,5
4130,11,13,3,3,4,30,71,187,1020,1050,1091,31,5,33,7,10,0,30.39,18,7,9,8,11
16833,12,25,3,3,7,17,89,301,457,474,546,36,27,70,4,7,0,30.25,18,11,20,1,6
23163,1,14,2,0,3,-6,175,765,513,507,628,40,39,97,0,0,0,30.36,0,15,8,4,8
28289,1,30,4,3,58,-8,233,1598,820,812,1113,36,20,52,4,5,0,30.3,16,9,8,4,13
25569,1,22,3,4,47,-6,125,427,516,510,641,29,19,67,2,3,0,30.49,3,16,11,4,8
27403,1,27,1,0,14,-9,150,589,1155,1146,1305,44,27,51,16,12,0,29.71,16,10,16,4,8
10533,12,4,3,3,10,8,132,636,839,847,971,39,33,79,15,10,0,29.51,0,4,6,7,12
28364,1,30,4,4,52,2,385,2446,1015,1017,1220,33,26,75,1,5,0,30.33,16,12,11,4,4
3597,11,12,2,1,28,-7,380,2475,480,473,680,53,49,86,15,16,26,29.74,12,10,28,6,5
12946,12,12,4,4,26,13,167,828,899,912,1066,33,13,43,9,7,0,30.7,16,13,15,6,14
18418,12,29,7,3,5,-9,224,1576,1438,1429,282,44,44,10,1,12,0,30.0,12,2,0,0,7
23976,1,16,4,3,55,9,393,2422,1020,1029,1233,39,24,55,16,23,32,30.06,19,12,8,2,9
1179,11,4,1,4,1,0,157,760,1131,1131,1288,53,41,64,9,15,0,30.31,18,11,5,5,7
13154,12,13,5,4,30,-5,183,944,485,480,668,40,35,83,1,3,0,30.42,16,17,27,4,7
7109,11,22,5,2,28,-3,390,2475,785,782,995,50,48,93,15,21,0,29.69,13,8,7,3,6
6458,11,20,3,4,30,3,180,944,929,932,1109,47,25,42,4,12,0,29.96,16,10,13,6,7
20562,1,6,1,0,11,3,129,425,518,521,647,35,30,82,17,16,0,29.97,0,7,7,5,6
2105,11,7,4,3,28,25,381,2475,960,985,1161,56,48,75,12,7,0,29.97,0,9,12,3,7
28160,1,30,4,2,56,-18,411,2586,445,427,676,26,14,60,4,8,0,30.3,18,12,16,8,13
886,11,3,7,4,1,24,153,760,1275,1299,1428,49,28,44,16,10,0,30.22,3,15,6,4,8
27837,1,29,3,4,26,0,169,828,450,450,619,33,19,56,7,17,0,30.05,16,15,23,5,11
7198,11,22,5,0,4,4,89,187,1019,1023,1108,46,28,50,16,24,32,29.82,19,15,7,8,7
4681,11,15,5,3,39,-1,180,1028,605,604,785,48,23,37,15,13,0,30.22,18,8,3,5,7
1556,11,5,2,3,38,3,59,150,1370,1373,1429,55,38,53,15,14,0,30.19,16,3,6,1,2
13565,12,14,6,2,28,-2,395,2475,785,783,1000,55,55,10,10,13,0,29.24,5,2,3,1,10
4994,11,16,6,4,1,1,150,760,510,511,660,36,5,27,5,24,35,30.45,4,17,8,4,11
19183,1,1,3,1,17,-7,257,1391,1170,1163,1367,37,22,54,15,17,25,29.88,18,9,22,2,3
19681,1,3,5,1,56,-6,409,2586,630,624,859,44,44,10,13,6,0,29.83,12,7,5,3,7
23660,1,15,3,4,28,0,391,2475,1079,1079,1290,42,34,73,17,8,0,30.14,18,3,7,6,10
1597,11,6,3,3,51,-10,193,1074,449,439,642,49,33,54,16,13,0,30.38,3,16,7,8,13
7116,11,22,5,1,12,-1,129,541,811,810,940,50,48,93,15,23,29,29.69,13,9,10,4,13
20696,1,6,1,3,30,0,188,944,960,960,1148,44,27,51,16,14,0,29.99,3,10,14,2,11
1641,11,6,3,0,26,9,163,828,510,519,673,50,33,52,16,12,0,30.39,3,13,5,5,6
15449,12,20,5,3,35,56,392,2429,1110,1166,1322,29,14,54,4,12,0,30.62,3,9,23,4,4
4543,11,14,4,4,52,105,383,2446,1175,1280,1378,43,31,62,17,14,0,30.31,16,9,13,5,9
3905,11,13,3,1,56,-5,401,2586,420,415,641,25,10,53,8,21,30,30.3,4,6,15,3,14
3572,11,12,2,4,32,-5,194,1029,419,414,553,54,48,80,15,20,26,29.72,12,6,16,4,15
25177,1,21,2,3,28,-3,386,2475,340,337,546,19,8,62,7,7,0,30.41,3,1,6,3,9
6505,11,20,3,0,22,-4,87,228,1060,1056,1147,44,31,60,8,17,0,30.01,16,7,6,3,7
12248,12,10,2,1,12,-10,140,541,485,475,625,52,52,10,12,5,0,29.81,0,18,26,3,7
5655,11,18,1,0,4,-5,80,187,550,545,630,42,39,89,4,12,21,29.83,0,7,12,0,2
11918,12,8,7,3,4,-2,68,187,1360,1358,1428,38,35,89,0,0,0,30.37,16,4,4,4,10
18520,12,30,1,4,28,12,385,2475,585,597,790,43,43,10,1,20,31,29.8,12,13,6,6,11
19597,1,3,5,3,20,-6,193,1069,425,419,618,44,43,96,12,8,0,29.84,12,13,14,6,15
17858,12,28,6,6,47,73,116,427,570,643,686,50,37,61,8,13,0,30.19,16,5,8,4,8
6488,11,20,3,6,14,17,141,589,995,1012,1136,44,31,60,8,17,0,30.01,16,11,15,3,10
26039,1,23,4,4,55,-3,389,2422,957,954,1166,39,26,60,13,6,0,30.34,0,7,12,1,11
899,11,3,7,3,38,3,59,150,1370,1373,1429,45,27,49,8,10,0,30.26,3,5,6,2,4
20935,1,7,2,4,59,3,325,1990,665,668,870,43,23,45,0,0,0,30.04,0,8,12,1,5
23714,1,15,3,6,47,-9,111,427,1260,1251,1371,42,41,96,9,7,0,30.12,3,8,9,6,10
25034,1,20,1,4,31,-2,205,1089,936,934,1141,32,1,27,7,14,0,30.28,3,14,14,4,11
28527,1,31,5,3,63,11,77,209,465,476,542,37,32,82,1,3,0,30.34,16,18,19,8,7
