month,day,week,airline,ori,dep_del,taxi,sch_elp,dist,sch_dep_m,act_dep_m,wh_off,sch_arr_m,wh_on,temp,dew,hum,wind,w_spd,gust,pres,sch_dep,sch_arr
12,23,1,8,35,199,10,100,414,575,774,784,675,866,55,42,62,15,10,0,29.84,28,34
12,12,4,8,35,-2,17,95,414,1115,1113,1130,1210,1200,59,56,90,7,5,0,30.26,25,35
12,8,7,1,4,27,37,238,1504,915,942,979,1033,1052,55,51,86,16,12,0,30.03,20,28
1,27,1,7,72,3,41,133,599,996,999,1040,1069,1064,55,49,80,15,14,0,30.37,21,27
1,31,5,0,13,-6,33,352,2296,445,439,472,617,603,53,50,89,6,5,0,30.33,44,17
12,5,4,7,40,1,14,362,2446,390,391,405,572,565,55,50,83,1,6,0,30.08,35,49
12,23,1,8,9,-2,12,80,326,485,483,495,565,555,50,43,77,5,3,0,29.93,34,49
1,23,4,1,71,13,39,138,679,705,718,757,843,848,56,49,77,5,3,0,30.13,32,31
1,22,3,6,53,-9,28,99,363,445,436,464,544,527,53,50,89,4,6,0,30.25,52,26
1,26,7,7,67,-3,37,100,447,480,477,514,580,569,58,50,75,15,12,0,30.22,39,49
11,22,5,7,40,-7,11,362,2446,400,393,404,582,567,55,48,77,1,5,0,30.18,37,49
1,8,3,7,34,-2,10,301,2367,808,806,816,1229,1219,54,43,66,16,9,0,30.1,31,41
12,3,2,7,54,-1,19,290,1846,405,404,423,575,566,56,51,84,10,8,0,30.11,32,52
12,18,3,7,19,-6,17,245,1464,455,449,466,580,566,52,49,89,3,13,0,30.02,33,45
11,6,3,7,54,-4,59,290,1846,568,564,623,738,726,60,49,67,16,16,0,29.99,36,41
12,22,7,7,50,15,20,297,2338,965,980,1000,1382,1389,50,43,77,0,0,0,29.91,32,21
1,6,1,3,3,0,17,330,2139,587,587,604,737,729,56,42,60,14,3,0,30.43,38,35
1,4,6,1,67,0,38,100,447,440,440,478,540,532,54,49,83,14,3,0,30.4,47,34
1,27,1,7,4,-4,32,248,1504,1119,1115,1147,1247,1235,54,48,80,15,9,0,30.38,29,41
1,26,7,6,69,-5,17,81,262,1112,1107,1124,1193,1180,53,47,80,15,17,0,30.27,24,29
11,26,2,7,59,154,19,129,651,1160,1314,1333,1229,1375,54,43,66,15,21,0,29.55,33,28
12,6,5,6,64,-1,16,109,462,360,359,375,469,460,55,51,86,3,8,0,30.01,26,23
12,1,7,3,71,184,23,138,679,450,634,657,588,764,56,50,80,3,16,0,29.85,37,41
12,23,1,7,23,7,38,378,2565,900,907,945,1098,1097,50,42,74,17,9,0,29.85,28,38
1,1,3,0,54,-6,13,293,1846,1220,1214,1227,1393,1379,54,50,86,15,16,0,30.12,31,24
12,12,4,1,35,2,20,100,414,515,517,537,615,609,58,55,90,0,0,0,30.3,43,27
12,4,3,3,36,-1,37,89,337,1194,1193,1230,1283,1274,55,50,83,0,0,0,29.93,16,43
1,27,1,1,4,-6,50,245,1504,915,909,959,1040,1026,55,49,80,15,14,0,30.37,21,27
11,15,5,7,3,16,23,325,2139,1155,1171,1194,1300,1308,56,53,90,15,16,0,30.14,23,48
12,23,1,1,36,58,100,93,337,570,628,728,663,713,51,42,71,2,3,0,29.89,35,36
12,8,7,2,25,-7,21,385,2584,513,506,527,718,703,61,51,70,8,7,0,30.02,30,39
1,31,5,6,1,129,14,77,250,705,834,848,782,903,64,50,60,4,8,0,30.26,26,27
1,11,6,6,69,-8,29,82,262,625,617,646,707,691,55,43,64,16,18,0,30.27,33,41
12,25,3,7,74,-9,26,105,372,405,396,422,510,493,47,43,86,10,5,0,29.84,48,28
11,30,6,6,9,-1,16,87,326,608,607,623,695,686,49,43,80,10,16,0,29.97,35,42
1,28,2,6,63,-8,26,69,199,615,607,633,684,668,58,52,81,9,9,0,30.34,31,43
12,11,3,7,35,-1,39,98,414,643,642,681,741,732,56,52,87,6,6,0,30.18,35,40
11,18,1,0,43,47,25,381,2585,520,567,592,721,760,65,55,70,2,5,0,29.9,37,39
12,2,1,1,23,106,55,405,2565,1050,1156,1211,1275,1373,56,51,84,0,0,0,30.11,32,28
12,4,3,8,67,9,25,95,447,1225,1234,1259,1320,1321,56,51,84,1,3,0,29.92,27,27
1,1,3,1,71,4,23,142,679,480,484,507,622,618,56,52,87,16,16,0,30.16,41,19
11,28,4,5,28,-1,18,310,2398,1325,1324,1342,315,306,42,37,82,11,5,0,29.58,6,4
11,4,1,6,42,-12,8,86,329,656,644,652,742,722,64,47,54,6,5,0,29.96,36,40
11,10,7,2,8,-5,12,408,2704,540,535,547,768,755,58,50,75,5,3,0,30.02,34,36
12,6,5,0,33,308,25,408,2586,980,1288,1313,1208,68,55,53,93,1,9,0,29.93,0,3
12,7,6,7,28,3,25,309,2398,945,948,973,1374,1369,60,53,78,12,9,21,29.94,20,20
12,7,6,7,34,167,13,298,2367,805,972,985,1223,1382,60,53,78,12,9,21,29.94,21,12
11,19,2,0,43,-1,21,381,2585,520,519,540,721,712,61,50,67,15,28,0,29.76,34,40
11,2,6,7,30,-3,30,260,1635,730,727,757,870,859,71,40,32,0,0,0,30.03,26,22
12,21,6,7,57,-9,13,111,550,934,925,938,1045,1028,59,45,60,1,5,0,29.87,17,28
12,8,7,2,8,-10,14,409,2704,612,602,616,841,823,61,51,70,15,7,0,30.0,42,26
11,22,5,6,69,-4,20,77,262,443,439,459,520,508,55,48,77,3,7,0,30.17,49,31
12,4,3,1,36,-4,46,91,337,1260,1256,1302,1351,1339,56,51,84,0,0,0,29.94,27,27
1,15,3,7,54,-5,27,286,1846,1079,1074,1101,1245,1232,50,40,68,9,7,0,29.93,31,39
11,2,6,3,3,-4,32,313,2139,1305,1301,1333,1438,1426,56,36,47,0,0,0,30.03,23,15
12,8,7,6,72,-10,41,145,599,420,410,451,505,487,56,51,84,15,6,0,30.0,52,24
12,11,3,6,62,-3,10,104,421,480,477,487,584,573,55,51,86,0,0,0,30.22,35,45
12,1,7,1,35,113,27,100,414,515,628,655,615,720,56,50,80,3,16,0,29.85,37,41
11,24,7,7,50,6,8,294,2338,941,947,955,1355,1353,53,47,80,16,9,0,30.08,35,28
12,6,5,7,29,-2,58,360,2419,965,963,1021,1145,1135,60,51,72,11,16,0,29.91,23,38
12,20,5,7,40,-9,29,365,2446,390,381,410,575,558,50,49,96,0,0,0,30.25,34,50
12,29,7,8,67,64,26,95,447,1220,1284,1310,1315,1371,50,47,89,6,17,0,30.01,36,29
12,7,6,6,7,-10,18,125,522,360,350,368,425,407,60,53,78,10,15,0,29.92,25,10
11,26,2,6,79,252,23,154,751,1099,1351,1374,1193,1437,51,43,74,15,23,33,29.55,23,22
12,6,5,3,72,170,38,127,599,1030,1200,1238,1097,1259,58,52,81,10,13,0,29.93,25,38
12,7,6,0,36,-2,48,94,337,420,418,466,514,504,62,53,72,11,21,32,29.93,48,29
11,28,4,2,8,-5,16,406,2704,400,395,411,626,613,47,40,77,6,14,0,29.61,40,25
12,11,3,2,33,10,30,393,2586,660,670,700,873,875,58,52,81,6,3,0,30.17,32,31
12,22,7,7,54,65,44,289,1846,792,857,901,961,1018,52,44,74,15,15,0,29.83,38,30
12,6,5,7,71,60,28,133,679,801,861,889,934,986,62,50,65,10,17,0,29.92,42,29
12,13,5,7,35,29,36,98,414,817,846,882,915,936,58,53,84,4,6,0,30.11,24,34
12,19,4,6,7,0,18,119,522,845,845,863,904,896,56,51,84,2,3,0,30.21,27,33
12,19,4,1,57,34,26,112,550,810,844,870,922,948,56,51,84,2,3,0,30.21,26,31
12,2,1,1,71,42,22,140,679,710,752,774,850,884,56,52,87,1,10,0,30.02,32,35
12,23,1,7,8,-3,14,415,2704,1083,1080,1094,1318,1307,50,43,77,15,9,0,29.87,20,44
11,4,1,6,19,-6,27,258,1464,755,749,776,893,879,65,48,54,16,14,0,29.94,33,30
12,12,4,7,35,40,45,98,414,460,500,545,558,590,61,57,87,3,6,0,30.29,36,50
11,27,3,3,33,-7,30,400,2586,580,573,603,800,785,50,37,61,15,9,0,29.5,40,27
12,18,3,8,35,8,20,90,414,1220,1228,1248,1310,1310,56,50,80,13,9,0,30.07,19,41
12,11,3,1,33,3,14,410,2586,995,998,1012,1225,1220,59,54,83,2,3,0,30.16,25,36
11,13,3,7,60,-8,13,334,2254,1161,1153,1166,1315,1299,56,49,77,8,5,0,29.98,22,46
12,11,3,7,71,13,25,133,679,977,990,1015,1110,1115,58,54,87,6,5,0,30.16,23,37
1,18,6,7,23,1,83,406,2565,1020,1021,1104,1246,1239,51,42,71,1,13,0,30.28,17,29
12,12,4,7,8,-7,18,400,2704,630,623,641,850,835,59,56,90,4,9,0,30.26,43,26
12,17,2,6,63,1628,19,73,199,612,800,819,685,865,56,52,87,9,9,0,29.96,30,33
12,9,1,6,19,-9,29,258,1464,755,746,775,893,876,56,50,80,1,3,0,30.16,31,32
11,26,2,6,53,-11,30,92,363,435,424,454,527,508,55,37,51,0,0,0,30.01,50,32
1,29,3,6,11,875,33,163,807,985,420,453,1088,515,55,53,93,15,16,0,30.25,52,26
11,16,6,1,4,-6,30,241,1504,915,909,939,1036,1022,56,50,80,16,15,0,30.06,17,21
12,1,7,7,78,51,13,360,2393,420,471,484,600,643,56,50,80,1,17,0,29.88,41,25
12,19,4,7,35,-10,28,100,414,438,428,456,538,520,53,49,86,11,6,0,30.21,51,37
1,17,5,8,9,-7,13,85,326,425,418,431,510,495,44,40,85,0,0,0,30.3,52,30
1,5,7,7,29,0,18,367,2419,965,965,983,1152,1144,53,47,80,15,13,0,30.52,25,35
12,21,6,7,23,24,26,384,2565,1080,1104,1130,1284,1300,55,42,62,3,7,0,29.81,24,41
1,7,2,7,36,-9,37,96,337,1185,1176,1213,1281,1264,53,48,83,15,8,0,30.14,18,38
11,19,2,3,71,-6,14,136,679,675,669,683,811,797,61,50,67,15,26,39,29.71,37,26
12,19,4,8,53,92,12,85,363,1230,1322,1334,1315,1399,53,49,86,9,3,0,30.24,30,23
12,12,4,0,54,-8,15,289,1846,390,382,397,559,543,61,57,87,3,6,0,30.29,36,50
11,26,2,3,71,97,32,131,679,1249,1346,1378,1380,29,44,37,76,11,8,0,29.56,10,7
12,23,1,7,50,-9,9,297,2338,965,956,965,1382,1365,49,43,80,15,13,0,29.88,33,27
12,5,4,7,30,0,27,256,1635,449,449,476,585,577,55,50,83,1,6,0,30.08,35,49
1,21,2,1,67,23,32,100,447,895,918,950,995,1010,56,51,84,11,12,0,30.09,33,29
11,7,4,7,67,-6,49,104,447,405,399,448,509,495,51,48,89,7,5,0,30.12,48,31
12,9,1,7,67,-1,28,105,447,425,424,452,530,521,52,50,93,10,3,0,30.19,50,30
1,27,1,7,18,47,90,173,967,1035,1082,1172,1148,1187,55,49,80,15,8,0,30.37,23,31
11,13,3,7,23,-6,34,381,2565,660,654,688,861,847,59,50,72,16,16,0,29.95,30,30
11,10,7,7,35,-8,48,98,414,659,651,699,757,741,58,50,75,5,3,0,30.02,34,36
1,16,4,3,33,-5,16,401,2586,420,415,431,641,628,48,41,77,11,13,0,29.82,44,19
1,26,7,6,22,-8,11,111,451,360,352,363,471,455,56,53,90,15,9,0,30.18,25,19
1,21,2,1,35,-2,28,105,414,1080,1078,1106,1185,1175,53,51,93,10,6,0,30.12,19,28
1,5,7,6,62,-6,8,90,421,1220,1214,1222,1310,1296,50,45,83,16,8,0,30.53,25,49
1,15,3,0,33,-6,24,411,2586,975,969,993,1206,1192,51,41,68,9,14,0,29.94,19,31
12,3,2,8,18,13,11,175,967,360,373,384,475,480,55,50,83,10,8,0,30.11,48,29
11,29,5,7,59,-2,16,129,651,831,829,845,900,890,52,38,59,17,7,0,29.86,26,29
11,6,3,6,19,-1,31,255,1464,1175,1174,1205,1310,1301,50,48,93,16,13,0,30.01,22,47
12,4,3,7,18,50,29,164,967,573,623,652,677,719,55,51,86,6,3,0,29.81,33,43
12,6,5,7,54,-2,28,280,1846,500,498,526,660,650,60,51,72,1,14,0,29.99,41,24
1,1,3,6,70,-7,10,79,190,396,389,399,475,460,53,51,93,15,8,0,30.13,26,20
11,27,3,7,74,-9,37,90,372,1006,997,1034,1096,1079,47,37,68,9,6,0,29.51,24,23
12,22,7,7,29,-1,12,371,2419,1182,1181,1193,1373,1364,50,43,77,16,7,0,29.88,36,29
11,2,6,5,28,64,25,310,2398,780,844,869,1270,1326,59,33,38,0,0,0,30.04,25,22
12,6,5,0,19,59,32,229,1464,1239,1298,1330,1348,1399,55,54,94,3,10,0,29.95,22,20
11,5,2,0,19,-6,60,246,1464,550,544,604,676,662,62,52,70,5,3,0,30.03,34,39
12,2,1,7,29,-5,13,364,2419,390,385,398,574,561,56,52,87,10,12,0,30.04,36,53
12,7,6,6,69,-8,16,79,262,360,352,368,439,423,61,53,75,11,16,28,29.94,26,21
12,12,4,0,58,-6,24,370,2521,724,718,742,914,900,58,56,93,2,3,0,30.26,24,36
1,22,3,6,45,-8,12,50,77,418,410,422,468,452,53,50,89,4,3,0,30.24,27,24
12,23,1,8,18,18,22,165,967,1325,1343,1365,1430,1440,50,43,77,15,10,0,29.87,34,21
1,29,3,7,9,-8,15,87,326,428,420,435,515,499,52,46,80,0,0,0,30.28,52,26
11,19,2,0,59,-9,15,131,651,665,656,671,736,719,61,50,67,15,25,33,29.74,34,40
12,12,4,6,16,-8,27,254,1476,480,472,499,614,598,58,55,90,0,0,0,30.3,36,50
11,25,1,3,15,-4,28,322,2036,435,431,459,577,565,59,45,60,7,5,0,30.13,37,50
12,22,7,5,28,-1,18,310,2398,895,894,912,1325,1316,50,43,77,16,7,0,29.88,22,43
12,22,7,6,45,14,17,52,77,410,424,441,462,468,52,49,89,3,15,0,29.68,30,25
11,26,2,0,19,21,18,237,1464,770,791,809,887,900,49,42,77,11,12,0,29.75,24,33
12,6,5,7,23,54,57,370,2565,1080,1134,1191,1270,1316,55,53,93,10,10,0,29.94,17,44
12,17,2,1,71,2,42,142,679,480,482,524,622,616,52,40,63,0,0,0,30.21,43,24
11,18,1,4,35,-3,25,110,414,780,777,802,890,879,66,55,68,1,6,0,29.85,31,32
11,4,1,7,67,-7,14,102,447,483,476,490,585,570,59,51,75,6,5,0,30.0,37,54
11,26,2,7,50,-12,9,294,2338,1439,1427,1436,413,393,47,35,63,15,7,0,30.05,28,6
11,16,6,7,28,-1,22,296,2398,1320,1319,1341,296,287,54,51,90,10,6,0,30.13,0,1
1,13,1,1,33,-7,18,410,2586,690,683,701,920,905,55,43,64,13,12,0,30.18,25,28
11,30,6,7,36,102,27,87,337,840,942,969,927,1021,50,43,77,10,18,0,29.86,19,27
12,15,7,6,9,-5,40,89,326,682,677,717,771,758,56,41,57,15,16,0,30.22,32,39
11,22,5,1,34,-32,30,314,2367,850,818,848,1284,1244,55,46,72,15,9,0,30.17,26,41
11,14,4,7,54,-2,46,289,1846,700,698,744,869,859,59,52,78,17,5,0,30.08,30,31
1,6,1,7,74,-7,26,108,372,405,398,424,513,498,52,42,69,0,0,0,30.51,49,33
11,24,7,7,50,-9,8,294,2338,1326,1317,1325,300,283,47,41,80,12,5,0,30.16,0,1
11,7,4,6,73,47,36,73,86,669,716,752,742,781,61,49,64,8,12,0,30.07,41,28
1,18,6,7,23,35,96,388,2565,1080,1115,1211,1288,1315,50,38,63,1,13,0,30.29,11,31
12,22,7,6,9,101,12,97,326,1068,1169,1181,1165,1258,49,44,83,8,6,0,29.88,30,44
11,15,5,7,35,3,84,98,414,1094,1097,1181,1192,1187,56,53,90,15,18,0,30.15,27,34
12,6,5,3,71,205,18,130,679,1020,1225,1243,1150,1347,55,53,93,3,14,0,29.95,30,25
12,10,2,2,8,-4,13,408,2704,960,956,969,1188,1176,55,49,80,15,9,0,30.22,26,34
11,14,4,7,57,-7,20,107,550,1201,1194,1214,1308,1293,58,49,72,12,5,0,30.13,23,45
1,13,1,1,71,-3,34,136,679,1005,1002,1036,1141,1130,52,44,74,9,6,0,30.17,25,34
11,16,6,6,64,-6,22,111,462,360,354,376,471,457,53,51,93,9,5,0,30.16,26,23
11,20,3,2,37,-5,23,93,354,405,400,423,498,485,60,44,55,15,13,0,29.56,49,30
1,21,2,6,53,45,26,99,363,721,766,792,820,857,55,50,82,11,13,23,30.08,29,31
12,18,3,7,23,2,65,390,2565,960,962,1027,1170,1164,54,50,86,12,6,0,30.04,24,36
1,15,3,0,58,-10,19,386,2521,955,945,964,1161,1143,51,41,68,9,14,0,29.94,19,31
12,6,5,6,73,-1,19,59,86,950,949,968,1009,1000,62,50,65,10,17,0,29.92,42,29
1,2,4,1,35,192,28,100,414,595,787,815,695,879,59,45,60,0,0,0,30.09,27,34
12,12,4,7,58,12,25,386,2521,1095,1107,1132,1301,1305,58,56,93,8,6,0,30.25,19,44
12,16,1,0,43,-4,27,384,2585,1235,1231,1258,1439,1427,44,36,73,9,5,0,30.27,23,20
1,21,2,1,36,64,37,94,337,480,544,581,574,630,56,48,75,9,10,0,30.14,41,16
1,31,5,7,57,-9,8,111,550,844,835,843,955,938,64,50,60,4,8,0,30.26,26,27
1,12,7,7,59,90,17,127,651,1013,1103,1120,1080,1162,50,42,74,9,6,0,30.16,24,30
11,3,7,7,65,-6,21,367,2400,1123,1117,1138,1310,1296,59,50,72,15,13,0,29.95,25,47
1,22,3,7,59,-1,25,127,651,835,834,859,902,893,55,51,86,4,8,0,30.21,29,31
12,8,7,6,53,-5,71,92,363,1146,1141,1212,1238,1225,55,51,86,15,13,0,30.06,24,39
11,26,2,7,54,107,21,284,1846,975,1082,1103,1139,1238,50,46,86,17,9,0,29.56,26,39
1,12,7,7,59,-11,21,127,651,1172,1161,1182,1239,1220,50,43,77,17,7,0,30.15,31,44
11,27,3,7,29,18,36,360,2419,1015,1033,1069,1195,1205,44,37,76,9,3,0,29.53,26,38
11,26,2,0,43,-6,28,385,2585,1316,1310,1338,81,67,50,39,66,15,9,0,30.08,1,4
12,4,3,1,28,-8,17,309,2398,1035,1027,1044,24,8,56,52,87,0,0,0,29.97,7,5
12,2,1,7,59,310,23,129,651,831,1141,1164,900,1202,56,51,84,11,3,0,30.09,27,40
11,19,2,7,54,-7,18,287,1846,575,568,586,742,727,61,50,67,15,25,33,29.74,35,38
12,7,6,8,59,185,19,125,651,1175,1360,1379,1240,1417,58,54,87,12,8,0,29.94,21,12
11,3,7,8,9,1,8,75,326,1275,1276,1284,1350,1343,57,49,74,16,9,0,29.96,34,26
11,23,6,7,34,-1,11,303,2367,979,978,989,1402,1393,53,46,77,16,8,0,30.18,23,20
12,22,7,6,69,7,20,82,262,1112,1119,1139,1194,1193,51,44,77,15,7,0,29.86,24,38
11,15,5,1,67,36,30,100,447,440,476,506,540,568,61,51,70,0,0,0,30.22,37,52
12,8,7,0,59,-1,28,134,651,680,679,707,754,745,59,52,78,14,3,0,30.01,32,38
12,17,2,5,28,35,27,310,2398,895,930,957,1325,1352,50,40,68,10,6,0,29.98,26,24
12,18,3,3,36,26,30,92,337,1285,1311,1341,1377,1395,53,50,89,13,10,0,30.1,23,18
1,26,7,3,47,-1,56,275,1589,1199,1198,1254,1354,1345,53,45,74,15,18,0,30.31,29,25
12,31,2,1,71,7,35,137,679,1115,1122,1157,1252,1251,53,47,80,16,10,0,30.13,19,36
12,6,5,0,33,-8,42,406,2586,1275,1267,1309,61,45,55,53,93,10,13,0,29.94,7,7
12,24,2,1,71,14,13,137,679,1285,1299,1312,1422,1428,50,44,80,11,10,0,29.88,27,12
12,11,3,1,57,50,18,114,550,1265,1315,1333,1379,1421,61,57,87,11,12,0,30.18,23,18
11,15,5,6,69,-5,29,77,262,443,438,467,520,507,59,50,72,8,5,0,30.21,48,31
1,14,2,1,8,-16,27,424,2704,1030,1014,1041,1274,1250,50,39,66,15,9,0,30.19,30,41
11,19,2,0,36,-4,98,97,337,495,491,589,592,580,61,50,67,15,31,37,29.81,36,51
11,30,6,7,30,56,46,253,1635,1110,1166,1212,1243,1291,54,45,72,10,18,0,29.83,27,44
11,14,4,0,36,7,18,89,337,1020,1027,1045,1109,1108,59,51,75,13,8,0,30.1,22,39
1,12,7,1,67,19,30,100,447,895,914,944,995,1006,53,42,66,15,14,0,30.15,37,33
12,22,7,6,22,92,19,105,451,879,971,990,984,1068,52,44,74,15,15,0,29.83,21,32
1,13,1,7,36,-6,27,96,337,1110,1104,1131,1206,1192,54,44,69,11,5,0,30.17,23,32
1,13,1,1,71,38,65,138,679,705,743,808,843,873,55,44,67,17,9,18,30.18,32,31
11,3,7,7,12,-5,17,335,2161,433,428,445,588,575,61,48,62,2,3,0,30.02,39,56
12,18,3,7,29,16,15,350,2419,1040,1056,1071,1210,1218,55,49,80,13,7,0,30.06,26,38
12,1,7,7,35,139,31,98,414,813,952,983,911,1042,58,50,75,10,15,26,29.85,24,29
1,12,7,8,9,36,24,85,326,1120,1156,1180,1205,1233,50,43,77,17,7,0,30.15,31,44
12,19,4,6,61,-3,30,124,620,385,382,412,509,498,53,49,86,11,6,0,30.21,51,37
11,21,4,6,71,1,35,137,679,719,720,755,856,849,61,49,64,5,6,0,29.88,30,33
1,1,3,8,67,6,22,100,447,765,771,793,865,863,56,52,87,15,17,0,30.1,26,32
12,4,3,6,55,1,4,94,412,855,856,860,949,942,55,50,83,12,3,0,29.83,23,31
1,9,4,7,50,-2,6,297,2338,1353,1351,1357,330,320,50,46,86,3,6,0,29.95,3,2
1,13,1,6,24,-14,24,64,158,1074,1060,1084,1138,1116,52,44,74,9,6,0,30.17,25,34
1,16,4,7,54,185,20,289,1846,965,1150,1170,1134,1311,47,40,77,14,5,0,30.02,17,41
12,18,3,2,37,-6,24,93,354,405,399,423,498,484,51,48,89,3,12,0,30.0,52,29
12,16,1,7,9,-7,17,89,326,431,424,441,520,505,49,40,71,10,7,0,30.34,49,30
11,12,2,7,4,22,34,240,1504,360,382,416,480,494,58,51,78,0,0,0,30.08,48,28
1,14,2,0,33,-5,19,412,2586,420,415,434,652,639,54,39,57,8,13,0,30.27,42,17
12,25,3,6,66,-5,21,83,192,385,380,401,468,455,47,43,86,11,8,0,29.84,26,20
1,23,4,1,48,-11,12,300,1911,1155,1144,1156,1335,1316,54,49,83,10,5,0,30.13,18,41
11,20,3,7,30,-8,50,261,1635,620,612,662,761,745,67,40,37,15,16,0,29.51,37,40
12,12,4,7,54,0,44,280,1846,975,975,1019,1135,1127,59,56,90,1,5,0,30.27,23,37
11,27,3,7,60,0,8,334,2254,434,434,442,588,580,50,40,68,12,7,0,29.56,39,49
12,1,7,7,3,118,27,325,2139,1155,1273,1300,1300,1410,55,51,86,3,9,0,29.94,28,20
11,25,1,2,25,-11,15,385,2584,513,502,517,718,699,63,33,33,4,14,0,30.08,36,41
12,15,7,1,71,-3,46,142,679,480,477,523,622,611,56,41,57,16,12,0,30.23,44,22
11,17,7,4,35,-2,23,110,414,780,778,801,890,880,73,47,39,7,3,0,30.01,31,31
1,12,7,2,8,87,32,425,2704,1120,1207,1239,1365,4,52,48,86,9,9,0,30.12,6,12
12,22,7,7,60,56,10,340,2254,1155,1211,1221,1315,1363,50,43,77,16,7,0,29.88,36,29
11,30,6,1,36,104,29,91,337,1050,1154,1183,1141,1237,54,44,69,3,20,29,29.83,26,40
11,3,7,1,50,-19,30,300,2338,860,841,871,1280,1253,62,45,53,16,17,0,29.93,23,37
11,6,3,2,25,-3,20,389,2584,1160,1157,1177,1369,1358,50,48,93,16,10,0,30.02,28,27
12,29,7,7,35,41,33,106,414,1195,1236,1269,1301,1334,52,49,89,5,14,0,30.0,36,29
1,27,1,1,35,174,18,100,414,470,644,662,570,736,58,50,75,15,10,0,30.39,39,35
12,2,1,8,9,170,13,80,326,485,655,668,565,727,56,52,87,6,9,0,30.03,38,41
12,25,3,1,8,-3,30,419,2704,490,487,517,729,718,52,43,71,3,12,0,29.76,32,36
12,21,6,7,18,-3,18,167,967,1135,1132,1150,1242,1231,55,45,69,1,7,0,29.82,31,41
1,8,3,5,28,0,18,310,2398,1330,1330,1348,320,312,49,45,86,15,9,0,30.12,4,3
12,4,3,7,30,72,31,260,1635,730,802,833,870,934,55,50,83,12,3,0,29.83,23,31
11,27,3,2,33,35,28,399,2586,929,964,992,1148,1175,44,37,76,9,5,0,29.52,26,35
11,28,4,0,58,-2,25,369,2521,725,723,748,914,904,50,37,61,4,8,0,29.58,15,27
12,11,3,1,35,-10,23,100,414,595,585,608,695,677,55,51,86,4,6,0,30.21,34,42
12,4,3,6,57,-4,19,110,550,715,711,730,825,813,55,50,83,0,0,0,29.81,44,26
11,10,7,8,9,4,26,80,326,515,519,545,595,591,53,49,86,9,5,0,30.08,39,52
1,13,1,7,36,-9,53,96,337,1185,1176,1229,1281,1264,52,46,80,9,9,0,30.14,18,40
11,26,2,6,9,244,15,89,326,1053,1297,1312,1142,1378,51,43,74,15,23,33,29.55,33,28
12,28,6,6,66,81,24,83,192,385,466,490,468,541,50,43,77,0,0,0,30.2,34,48
12,5,4,7,54,-3,47,290,1846,1085,1082,1129,1255,1244,57,52,83,6,5,0,30.02,26,36
11,21,4,7,65,-3,22,367,2400,1123,1120,1142,1310,1299,57,46,67,9,6,0,30.0,23,45
12,13,5,7,35,-2,14,98,414,1110,1108,1122,1208,1198,59,50,72,12,7,0,30.09,27,35
12,19,4,8,67,40,17,95,447,955,995,1012,1050,1082,56,50,80,4,3,0,30.22,27,39
1,29,3,8,53,-6,28,85,363,1080,1074,1102,1165,1151,54,47,77,15,18,0,30.2,19,30
1,26,7,1,71,-13,43,138,679,645,632,675,783,762,60,51,72,15,16,0,30.26,37,33
12,1,7,2,33,105,17,390,2586,1309,1414,1431,79,176,56,48,75,3,23,0,29.82,2,1
12,26,4,1,36,13,51,93,337,810,823,874,903,908,55,39,55,15,13,0,29.91,26,29
12,25,3,7,10,-5,13,378,2457,450,445,458,648,635,50,43,77,3,9,0,29.83,43,20
11,24,7,6,70,-8,15,72,190,1086,1078,1093,1158,1142,56,45,67,16,12,0,30.07,27,35
11,5,2,6,69,-13,17,76,262,613,600,617,689,668,62,52,70,5,3,0,30.03,34,39
12,16,1,6,62,-6,11,90,421,1220,1214,1225,1310,1296,50,39,66,2,13,0,30.27,17,43
1,4,6,7,29,11,16,368,2419,1125,1136,1152,1313,1316,53,46,77,15,16,0,30.43,22,38
12,6,5,1,71,22,18,137,679,1115,1137,1155,1252,1266,58,52,81,10,13,0,29.93,17,44
12,23,1,1,36,-12,30,93,337,390,378,408,483,463,49,42,77,7,7,0,29.92,30,24
1,5,7,1,28,-11,30,315,2398,875,864,894,1310,1291,50,45,83,16,8,0,30.53,25,49
1,31,5,1,71,0,10,136,679,1260,1260,1270,1396,1388,55,51,86,0,0,0,30.31,21,19
12,30,1,8,9,10,17,80,326,705,715,732,785,787,56,45,67,1,6,0,30.09,39,27
1,1,3,1,28,-9,20,315,2398,875,866,886,1310,1293,55,51,86,15,18,26,30.1,25,48
11,19,2,3,33,-7,35,397,2586,420,413,448,637,622,61,50,67,15,26,33,29.79,42,23
1,5,7,7,54,49,37,293,1846,693,742,779,866,907,55,45,69,15,13,0,30.51,24,27
12,13,5,7,18,-1,21,163,967,1135,1134,1155,1238,1229,56,51,84,13,8,0,30.1,24,38
12,18,3,6,74,82,38,95,372,1100,1182,1220,1195,1269,56,50,80,13,9,0,30.07,19,41
12,6,5,6,62,-18,14,90,421,380,362,376,470,444,55,51,86,3,8,0,30.01,26,23
1,30,4,7,28,-10,28,302,2398,845,835,863,1267,1249,55,50,83,16,12,0,30.24,31,41
11,26,2,1,36,28,76,91,337,990,1018,1094,1081,1101,50,45,83,9,32,41,29.54,22,37
12,9,1,7,50,50,23,294,2338,939,989,1012,1353,1395,55,46,72,0,0,0,30.21,23,19
11,17,7,6,45,-10,15,52,77,420,410,425,472,454,57,53,87,9,3,0,30.11,27,25
