MONTH,DAY_OF_MONTH,DAY_OF_WEEK,OP_UNIQUE_CARRIER,ORIGIN,DEP_DELAY,TAXI_OUT,CRS_ELAPSED_TIME,DISTANCE,CRS_DEP_M,DEP_TIME_M,WHEELS_OFF_M,CRS_ARR_M,Pred_Wheels_On,Temperature,Dew Point,Humidity,Wind,Wind Speed,Wind Gust,Pressure,Condition,sch_dep,sch_arr
12,17,2,DL,DTW,-3,28,336,2079,505,502,530,661,650,52,40,63,CALM,0,0,30.21,Cloudy,43,24
12,27,5,OO,DAL,-1,15,254,1476,480,479,494,614,605,53,42,66,CALM,0,0,30.09,Mostly Cloudy,41,24
1,19,7,AA,PHL,-2,22,386,2521,1250,1248,1270,16,6,49,43,80,SE,6,0,30.04,Cloudy,7,9
11,8,5,AA,PHX,41,55,132,651,522,563,618,594,627,56,50,80,NNE,5,0,30.2,Haze,44,22
1,22,3,UA,KOA,235,12,301,2367,808,1043,1055,1229,16,51,48,89,CALM,0,0,30.13,Fair,5,8
11,29,5,UA,LAX,9,10,87,337,1185,1194,1204,1272,1273,44,40,85,SSE,3,0,29.98,Partly Cloudy,22,31
1,13,1,UA,SNA,-2,15,90,372,485,483,498,575,565,52,43,71,WNW,6,0,30.23,Fair,39,49
12,15,7,AS,LAS,0,24,100,414,760,760,784,860,852,55,43,64,W,17,0,30.21,Mostly Cloudy,29,28
12,11,3,DL,ATL,-3,13,331,2139,650,647,660,801,790,55,52,89,N,5,0,30.17,Cloudy,43,27
11,23,6,AA,PHX,7,13,124,651,18,25,38,82,81,54,45,72,S,3,0,30.18,Fair,2,4
1,30,4,AA,CLT,-5,13,350,2296,680,675,688,850,837,59,53,81,WNW,9,0,30.23,Partly Cloudy,32,30
12,2,1,AS,LAX,123,19,92,337,510,633,652,602,717,56,52,87,NNE,9,0,30.03,Cloudy,35,42
1,9,4,OO,MCI,-1,13,271,1499,420,419,432,571,562,54,47,77,WNW,16,24,30.02,Partly Cloudy,37,51
11,26,2,OO,PAE,-8,14,135,710,350,342,356,485,469,50,37,61,CALM,0,0,30.01,Partly Cloudy,25,25
12,19,4,AS,LAX,-10,12,93,337,390,380,392,483,465,52,48,86,SE,5,0,30.18,Mostly Cloudy,28,23
1,9,4,UA,IAH,28,15,269,1635,1221,1249,1264,1370,1390,47,42,83,CALM,0,0,30.21,Fair,22,18
11,21,4,OO,PHX,-1,14,133,651,365,364,378,438,429,53,43,69,CALM,0,0,29.83,Fair,26,24
11,19,2,UA,LAX,-11,24,102,337,570,559,583,672,653,61,50,67,W,26,33,29.79,Fair / Windy,42,23
12,22,7,UA,OGG,18,18,297,2338,1383,1401,1419,360,370,52,47,83,SE,16,0,29.65,Rain,21,11
11,1,5,AA,MIA,-3,14,366,2585,1235,1232,1246,1421,1410,56,30,37,CALM,0,0,30.12,Fair,26,22
12,3,2,OO,ACV,2,2,76,250,480,482,484,556,550,56,51,84,SE,8,0,30.11,Mostly Cloudy,32,52
11,20,3,UA,ORD,-3,23,280,1846,948,945,968,1108,1097,59,43,55,W,12,0,29.54,Fair,24,38
11,15,5,DL,SEA,58,33,131,679,1249,1307,1340,1380,1430,55,52,89,WNW,7,0,30.14,Partly Cloudy,28,23
12,5,4,AS,LAS,27,24,100,414,1045,1072,1096,1145,1164,56,52,87,N,6,0,30.03,Cloudy,28,35
1,16,4,OO,EGE,100,13,170,847,905,1005,1018,1015,1107,48,40,74,W,9,0,29.92,Light Rain,28,34
1,13,1,AA,DFW,0,19,243,1464,1253,1253,1272,1376,1368,50,47,89,S,9,0,30.13,Cloudy,26,21
11,28,4,B6,JFK,-7,13,399,2586,929,922,935,1148,1133,49,38,66,NNE,9,0,29.6,Partly Cloudy,9,19
1,14,2,OO,BUR,-10,16,97,326,857,847,863,954,936,53,41,64,W,16,0,30.2,Fair,22,28
1,28,2,OO,RDM,-3,22,119,462,620,617,639,739,728,61,53,75,WSW,10,0,30.32,Mostly Cloudy,39,37
12,17,2,OO,MCI,-5,56,260,1499,385,380,436,525,512,48,40,74,CALM,0,0,30.23,Mostly Cloudy,47,28
12,22,7,OO,STS,-8,9,50,66,380,372,381,430,414,53,48,83,SE,16,0,29.67,Light Rain,21,11
11,25,1,UA,DEN,11,31,162,967,1220,1231,1262,1322,1325,53,39,59,W,14,0,30.08,Fair,33,27
1,31,5,UA,SAN,50,18,100,447,480,530,548,580,622,53,50,89,NNE,5,0,30.33,Fog,44,17
11,3,7,UA,PHL,-3,15,386,2521,1088,1085,1100,1294,1283,59,50,72,W,13,0,29.95,Fair,25,47
1,16,4,UA,EWR,0,46,392,2565,360,360,406,572,564,48,43,83,WNW,5,0,29.8,Heavy Rain,37,50
1,10,5,UA,LAS,-10,23,99,414,421,411,434,520,502,48,42,80,ESE,5,0,30.31,Fair,50,30
1,29,3,AS,LAS,1,15,105,414,925,926,941,1030,1023,56,48,75,W,15,0,30.18,Cloudy,22,26
12,4,3,DL,LAX,9,13,87,337,1050,1059,1072,1137,1138,56,50,80,CALM,0,0,29.88,Mostly Cloudy,22,37
1,13,1,AS,PDX,-5,8,110,550,450,445,453,560,547,52,43,71,WNW,6,0,30.23,Fair,39,49
11,9,6,OO,BUR,164,24,87,326,608,772,796,695,851,58,52,81,E,3,0,30.06,Haze,25,33
12,11,3,WN,ONT,-1,8,85,363,565,564,572,650,641,56,51,84,NNE,5,0,30.22,Cloudy,43,22
12,27,5,DL,SEA,27,16,130,679,1032,1059,1075,1162,1181,54,46,75,W,16,0,30.06,Partly Cloudy,23,37
1,30,4,WN,SAN,20,15,105,447,775,795,810,880,892,62,53,72,CALM,0,0,30.2,Partly Cloudy,32,32
1,23,4,UA,PDX,-9,17,111,550,844,835,852,955,938,55,49,80,NNE,5,0,30.13,Cloudy,26,29
12,27,5,UA,EWR,-2,18,385,2565,840,838,856,1045,1035,54,42,64,W,10,0,30.05,Mostly Cloudy,19,28
11,3,7,B6,BOS,-7,21,410,2704,600,593,614,830,815,67,50,54,NNE,5,0,29.94,Fair,39,31
11,4,1,B6,BOS,-9,21,410,2704,600,591,612,830,813,68,48,49,WNW,10,0,29.94,Fair,40,30
11,22,5,UA,LAS,6,12,96,414,946,952,964,1042,1040,58,47,67,W,12,0,30.15,Fair,24,24
1,17,5,DL,JFK,-1,22,414,2586,509,508,530,743,734,51,43,74,NE,5,0,30.29,Mostly Cloudy,40,37
12,27,5,UA,TPA,0,10,364,2393,367,367,377,551,543,50,43,77,NNE,3,0,30.1,Fair,34,49
12,26,4,UA,PDX,56,8,111,550,866,922,930,977,1025,53,40,61,W,12,0,29.92,Partly Cloudy,22,28
11,12,2,UA,DEN,11,18,165,967,570,581,599,675,678,64,53,67,NNE,5,0,30.05,Mostly Cloudy,33,39
12,12,4,OO,BUR,64,9,89,326,1220,1284,1293,1309,1365,59,55,87,NW,6,0,30.26,Cloudy,29,26
12,30,1,OO,RDM,24,32,111,462,1150,1174,1206,1261,1277,50,45,83,W,5,0,30.11,Fair,20,44
12,1,7,UA,PDX,13,20,114,550,442,455,475,556,561,56,50,80,ESE,17,0,29.88,Light Rain,36,50
12,17,2,UA,MIA,-5,14,390,2585,1100,1095,1109,1310,1297,51,40,66,SSE,6,0,30.01,Cloudy,18,41
11,8,5,OO,DFW,49,12,255,1464,1175,1224,1236,1310,1351,52,48,86,WNW,10,0,30.17,Fair,31,27
12,28,6,WN,PHX,19,7,135,651,1090,1109,1116,1165,1176,52,47,83,W,10,0,30.12,Mostly Cloudy,22,40
11,22,5,UA,KOA,-4,9,303,2367,795,791,800,1218,1206,55,46,72,W,9,0,30.17,Fair,26,41
12,9,1,AS,SEA,68,31,142,679,480,548,579,622,682,55,50,83,E,7,0,30.19,Cloudy,35,41
1,20,1,DL,DTW,0,22,327,2079,970,970,992,1117,1109,55,42,62,SSE,8,0,30.01,Mostly Cloudy,26,34
11,22,5,AS,LAS,33,16,100,414,760,793,809,860,885,61,51,70,N,7,0,30.14,Fair,30,33
12,23,1,AA,PHL,13,14,388,2521,1255,1268,1282,23,28,50,43,77,WSW,10,0,29.87,Fair,11,10
1,26,7,AA,CLT,-8,26,352,2296,445,437,463,617,601,58,50,75,W,12,0,30.25,Mostly Cloudy,40,16
12,5,4,AS,PDX,-8,30,114,550,985,977,1007,1099,1083,55,52,89,N,8,0,30.02,Cloudy,23,37
12,2,1,OO,DAL,110,21,254,1476,895,1005,1026,1029,1131,56,51,84,E,12,0,30.06,Mostly Cloudy,23,37
11,20,3,AA,JFK,-9,16,394,2586,660,651,667,874,857,64,40,41,W,20,0,29.5,Fair,31,31
1,19,7,UA,AUS,-10,19,240,1504,710,700,719,830,812,53,40,61,SE,7,0,30.08,Cloudy,33,28
1,4,6,OO,SLC,13,11,150,599,360,373,384,450,455,54,48,80,NNE,6,0,30.35,Mostly Cloudy,35,23
12,16,1,UA,SAN,-6,12,96,447,1130,1124,1136,1226,1212,52,39,61,ENE,12,0,30.27,Partly Cloudy,26,37
11,1,5,F9,LAS,121,17,108,414,720,841,858,828,941,71,36,28,CALM,0,0,30.08,Fair,26,36
12,13,5,OO,SBP,4,22,72,190,710,714,736,782,778,59,53,81,SE,10,0,30.11,Cloudy,36,42
12,18,3,UA,EWR,250,15,376,2565,660,910,925,856,1098,56,49,77,SW,8,0,30.02,Mostly Cloudy,25,34
1,31,5,WN,ONT,170,10,90,363,620,790,800,710,872,62,52,70,CALM,0,0,30.27,Mostly Cloudy,31,30
11,21,4,AA,ORD,3,25,291,1846,1215,1218,1243,1386,1381,55,46,72,SE,5,0,30.04,Fair,24,21
11,12,2,DL,LAX,-1,15,97,337,510,509,524,607,598,61,51,70,CALM,0,0,30.08,Mostly Cloudy,35,52
11,18,1,AS,PDX,-1,11,114,550,445,444,455,559,550,61,52,72,N,8,0,29.97,Fair,39,52
1,9,4,AS,LAS,-11,24,100,414,1310,1299,1323,1410,1391,47,42,83,CALM,0,0,30.21,Fair,22,18
1,21,2,WN,LAX,-4,16,90,337,910,906,922,1000,988,56,51,84,SSE,12,0,30.09,Light Drizzle,33,29
12,8,7,UA,AUS,-1,16,236,1504,340,339,355,456,447,57,52,83,W,5,0,29.99,Cloudy,23,24
1,30,4,WN,DEN,30,29,170,967,1305,1335,1364,1415,1437,52,49,89,W,5,0,30.25,Mostly Cloudy,23,18
11,26,2,AS,ORD,21,16,303,1846,1055,1076,1092,1238,1251,50,46,86,WSW,9,0,29.56,Cloudy,26,39
12,5,4,AA,ORD,-3,48,292,1846,1218,1215,1263,1390,1379,57,51,81,CALM,0,0,30.02,Mostly Cloudy,32,26
1,29,3,DL,ATL,12,16,329,2139,1199,1211,1227,1348,1352,53,47,80,W,20,0,30.21,Mostly Cloudy,23,18
11,20,3,UA,CVG,-11,14,316,2036,360,349,363,496,477,60,44,55,W,13,0,29.56,Fair,24,24
12,1,7,AS,PDX,-2,27,114,550,360,358,385,474,464,56,49,77,ESE,15,0,29.85,Cloudy,24,28
11,13,3,UA,DEN,11,13,162,967,1220,1231,1244,1322,1325,55,48,77,SE,7,0,30.0,Cloudy,26,26
12,22,7,UA,SEA,-9,17,133,679,1160,1151,1168,1293,1276,49,44,83,NW,6,0,29.88,Fair,22,43
12,3,2,DL,LAX,4,12,92,337,1285,1289,1301,1377,1373,55,51,86,CALM,0,0,29.89,Cloudy,25,25
11,24,7,OO,BUR,0,13,89,326,1053,1053,1066,1142,1134,55,45,69,WNW,18,0,30.07,Partly Cloudy,25,37
11,12,2,UA,OGG,4,10,294,2338,1326,1330,1340,300,296,52,48,86,W,7,0,30.04,Partly Cloudy,0,1
1,15,3,UA,IAD,-2,13,372,2419,960,958,971,1152,1142,51,41,68,S,14,0,29.94,Mostly Cloudy,19,31
12,16,1,AS,LAS,-5,15,100,414,760,755,770,860,847,55,37,51,CALM,0,0,30.27,Partly Cloudy,31,33
1,6,1,AS,AUS,0,15,240,1504,420,420,435,540,532,52,42,69,CALM,0,0,30.51,Fair,49,33
1,25,6,OO,RNO,13,10,86,192,1014,1027,1037,1100,1105,62,54,75,WSW,10,0,30.07,Cloudy,14,29
11,18,1,UA,IAD,-6,22,348,2419,495,489,511,663,649,63,53,70,NNE,6,0,29.95,Fair,44,22
12,19,4,OO,SLC,-4,30,150,599,360,356,386,450,438,52,48,86,SE,5,0,30.18,Mostly Cloudy,28,23
11,17,7,WN,DAL,19,10,235,1476,1315,1334,1344,1430,1,58,53,84,WNW,13,0,29.81,Fair,8,9
1,26,7,AA,PHL,-6,23,386,2521,955,949,972,1161,1147,53,47,80,W,17,0,30.27,Fair,24,29
12,13,5,OO,SBA,19,20,77,262,443,462,482,520,531,57,53,87,CALM,0,0,30.21,Mostly Cloudy,47,29
1,29,3,UA,FLL,-10,10,389,2584,480,470,480,689,671,59,48,67,NW,13,0,30.24,Mostly Cloudy,33,43
12,23,1,OO,PAE,-10,14,126,710,1154,1144,1158,1280,1262,50,43,77,W,9,0,29.87,Fair,20,44
12,27,5,AS,JFK,-10,36,407,2586,690,680,716,917,899,56,40,55,W,14,0,30.04,Partly Cloudy,27,32
11,19,2,DL,LAX,-7,16,88,337,779,772,788,867,852,60,50,69,W,28,37,29.69,Partly Cloudy / Windy,30,29
11,1,5,DL,MSP,-2,19,253,1589,435,433,452,568,558,59,39,48,NE,3,0,30.17,Fair,35,51
12,5,4,AA,JFK,16,19,400,2586,660,676,695,880,888,60,53,78,SW,3,0,30.02,Cloudy,30,32
11,30,6,B6,BOS,9,19,404,2704,1286,1295,1314,70,71,42,38,85,CALM,0,0,29.99,Fair,3,6
12,24,2,OO,RNO,-4,10,87,192,584,580,590,671,659,52,39,61,WNW,13,0,29.92,Cloudy,44,23
11,8,5,UA,LAS,-7,11,98,414,360,353,364,458,443,52,50,93,S,7,0,30.19,Fog,23,26
1,24,5,OO,XNA,228,26,275,1550,440,668,694,595,815,59,51,75,NE,3,0,30.12,Mostly Cloudy,32,32
12,19,4,UA,DEN,60,31,167,967,1135,1195,1226,1242,1294,56,50,80,SE,3,0,30.24,Mostly Cloudy,22,45
12,9,1,UA,SAN,36,28,96,447,951,987,1015,1047,1075,56,47,72,W,10,0,30.17,Mostly Cloudy,23,25
11,29,5,UA,IAH,-7,21,267,1635,449,442,463,596,581,50,40,68,ESE,5,0,29.81,Partly Cloudy,29,42
1,26,7,AS,PDX,25,27,110,550,450,475,502,560,577,58,50,75,W,12,0,30.22,Mostly Cloudy,39,49
1,13,1,OO,MMH,-13,9,85,193,654,641,650,739,718,55,43,64,W,13,0,30.2,Mostly Cloudy,33,44
12,9,1,WN,LAX,19,10,90,337,505,524,534,595,606,55,50,83,E,5,0,30.2,Cloudy,43,24
11,25,1,AS,JFK,-7,17,407,2586,570,563,580,797,782,61,40,46,W,22,0,30.04,Fair / Windy,39,24
12,4,3,DL,JFK,3,21,412,2586,685,688,709,917,912,55,50,83,SSW,3,0,29.83,Cloudy,23,31
11,14,4,OO,SBA,4,18,77,262,826,830,848,903,899,58,53,84,W,10,0,30.07,Mostly Cloudy,30,31
11,5,2,AS,PDX,0,8,114,550,615,615,623,729,721,63,53,70,N,5,0,30.01,Fair,34,39
11,27,3,UA,LAS,-5,14,98,414,944,939,953,1042,1029,47,37,68,SSW,8,0,29.51,Mostly Cloudy,24,23
12,29,7,DL,JFK,-3,13,416,2586,590,587,600,826,815,53,49,86,ESE,5,0,30.04,Light Rain,40,24
1,6,1,AS,SEA,-3,25,142,679,480,477,502,622,611,54,41,62,NE,3,0,30.49,Fair,41,28
12,25,3,AA,ORD,53,18,295,1846,1021,1074,1092,1196,1241,51,43,74,NNE,30,0,29.7,Cloudy / Windy,25,35
1,28,2,OO,EUG,22,16,105,451,882,904,920,987,1001,56,48,75,W,10,0,30.27,Cloudy,33,29
11,23,6,AS,JFK,-8,29,407,2586,420,412,441,647,631,59,49,69,ENE,3,0,30.24,Fair,38,23
11,29,5,OO,BOI,-3,24,122,522,360,357,381,422,411,41,35,79,SSW,5,0,29.72,Fair,18,7
1,19,7,UA,ORD,-3,17,278,1846,500,497,514,658,647,50,37,61,SE,7,0,30.16,Cloudy,39,15
11,21,4,UA,ORD,29,22,286,1846,1215,1244,1266,1381,1402,55,46,72,SE,5,0,30.04,Fair,24,21
11,1,5,OO,TUS,-4,11,150,751,445,441,452,595,583,59,39,48,NE,3,0,30.17,Fair,35,51
1,27,1,AS,SEA,-3,25,138,679,835,832,857,973,962,59,49,69,W,13,0,30.36,Mostly Cloudy,36,31
12,19,4,OO,RNO,109,9,85,192,1110,1219,1228,1195,1296,56,50,80,SE,3,0,30.24,Mostly Cloudy,22,45
1,4,6,AA,PHL,7,27,388,2521,1255,1262,1289,23,22,50,44,80,W,12,0,30.45,Partly Cloudy,12,8
1,1,3,UA,IAH,-7,15,262,1635,1006,999,1014,1148,1133,55,52,89,W,22,28,30.08,Cloudy / Windy,26,36
11,2,6,AS,SEA,-1,32,135,679,600,599,631,735,726,66,44,45,NNE,3,0,30.06,Fair,36,29
1,2,4,UA,OGG,-4,27,297,2338,965,961,988,1382,1370,53,45,74,S,3,0,30.16,Partly Cloudy,30,26
12,11,3,OO,GEG,-9,28,155,733,818,809,837,973,956,58,53,84,NNE,3,0,30.17,Cloudy,23,33
1,5,7,AA,LAX,-6,12,95,337,400,394,406,495,481,48,40,74,CALM,0,0,30.56,Fair,50,30
12,20,5,AS,SEA,68,37,140,679,420,488,525,560,620,50,49,96,CALM,0,0,30.23,Fog,43,25
12,15,7,OO,MFR,-10,10,86,329,848,838,848,934,916,56,43,62,WNW,17,0,30.22,Mostly Cloudy,22,35
11,7,4,B6,JFK,-3,18,404,2586,930,927,945,1154,1143,53,48,83,WNW,14,0,30.13,Mostly Cloudy,27,34
12,20,5,OO,ABQ,-4,11,170,896,929,925,936,1039,1027,55,49,80,N,5,0,30.14,Mostly Cloudy,20,27
1,12,7,AA,JFK,11,19,412,2586,420,431,450,652,655,54,40,59,W,7,0,30.23,Cloudy,40,16
11,15,5,UA,IAH,12,16,256,1635,880,892,908,1016,1020,59,53,81,W,20,0,30.14,Cloudy,23,24
11,3,7,OO,EUG,-1,16,103,451,1102,1101,1117,1205,1196,62,45,53,WNW,17,0,29.93,Fair,30,36
12,9,1,UA,PSP,69,24,95,421,858,927,951,953,1014,56,47,72,W,10,0,30.17,Mostly Cloudy,40,29
12,31,2,UA,EWR,102,20,399,2565,1320,1422,2,99,193,44,40,85,S,3,0,30.12,Fair,0,0
11,24,7,OO,RDD,-14,21,73,199,365,351,372,438,416,50,46,86,CALM,0,0,30.18,Fair,25,7
11,10,7,UA,EWR,-5,19,395,2565,420,415,434,635,622,55,49,80,ESE,3,0,30.07,Haze,45,21
1,15,3,OO,PSC,3,29,124,620,367,370,399,491,486,45,40,82,CALM,0,0,30.1,Mostly Cloudy,52,26
11,11,1,OO,TUS,-4,11,154,751,1099,1095,1106,1193,1181,66,44,45,W,10,0,30.01,Partly Cloudy,29,33
11,12,2,DL,JFK,21,19,406,2586,1270,1291,1310,56,69,55,50,83,W,8,0,30.04,Partly Cloudy,0,3
12,5,4,UA,PDX,-7,14,107,550,843,836,850,950,935,60,52,75,CALM,0,0,30.01,Cloudy,24,35
11,3,7,AS,LAX,-10,32,85,337,930,920,952,1015,997,69,35,29,WNW,16,0,29.93,Partly Cloudy,38,33
1,13,1,DL,SLC,-3,13,136,599,1335,1332,1345,1411,1400,50,47,89,S,7,0,30.13,Light Rain,23,18
11,25,1,UA,DEN,-3,21,163,967,975,972,993,1078,1067,55,42,62,W,20,28,30.04,Fair,21,25
12,15,7,AA,MIA,-6,19,384,2585,520,514,533,724,710,55,41,59,W,10,0,30.22,Fair,31,39
11,18,1,OO,PAE,3,15,129,710,733,736,751,862,857,66,55,68,E,6,0,29.85,Fair,31,32
1,9,4,AS,LAS,-1,19,100,414,375,374,393,475,466,54,45,72,WNW,22,31,29.98,Mostly Cloudy / Windy,28,25
12,23,1,WN,LAX,74,24,95,337,360,434,458,455,521,47,42,83,N,5,0,29.93,Partly Cloudy,50,38
11,11,1,WN,DEN,11,13,175,967,610,621,634,725,728,63,55,75,NE,3,0,30.01,Mostly Cloudy,36,40
1,23,4,DL,SLC,-7,16,145,599,494,487,503,579,564,53,47,80,ESE,3,0,30.24,Mostly Cloudy,37,50
11,11,1,DL,MSP,19,23,268,1589,1090,1109,1132,1238,1249,64,47,54,CALM,0,0,30.03,Partly Cloudy,25,41
11,7,4,B6,JFK,2,15,409,2586,1180,1182,1197,1409,1403,52,48,86,WNW,7,0,30.15,Partly Cloudy,24,21
1,31,5,OO,RNO,-6,23,86,192,385,379,402,471,457,50,48,93,CALM,0,0,30.3,Cloudy,27,26
11,7,4,UA,LAX,12,20,102,337,570,582,602,672,676,58,50,75,NE,6,0,30.11,Haze,35,39
11,7,4,AA,ORD,-2,12,291,1846,795,793,805,966,956,56,48,75,WNW,18,0,30.09,Partly Cloudy,28,33
1,10,5,B6,JFK,-4,25,402,2586,1309,1305,1330,91,79,46,41,83,CALM,0,0,30.21,Fair,0,3
11,25,1,AS,HNL,-13,38,309,2398,875,862,900,1304,1283,54,39,57,W,15,0,30.08,Fair,22,44
1,27,1,AA,ORD,2,10,297,1846,655,657,667,832,826,58,49,72,W,9,0,30.37,Mostly Cloudy,31,31
11,15,5,DL,SLC,4,21,130,599,500,504,525,570,566,61,51,70,CALM,0,0,30.22,Mostly Cloudy,37,52
11,30,6,DL,LAX,136,31,88,337,779,915,946,867,995,50,43,77,SE,18,0,29.86,Cloudy,39,23
1,18,6,OO,MCI,17,20,271,1499,420,437,457,571,580,47,40,77,E,5,0,30.36,Mostly Cloudy,38,48
11,27,3,DL,SEA,71,18,133,679,1035,1106,1124,1168,1231,44,37,76,S,3,0,29.53,Fair,26,38
12,15,7,OO,ONT,-9,12,92,363,900,891,903,992,975,56,43,62,WNW,17,0,30.22,Mostly Cloudy,43,27
12,13,5,UA,ORD,-10,23,286,1846,405,395,418,571,553,58,53,84,NW,3,0,30.23,Haze,37,49
12,3,2,OO,EUG,-10,14,103,451,647,637,651,750,732,61,50,67,ESE,6,0,30.01,Mostly Cloudy,33,39
1,13,1,OO,TUS,54,18,156,751,1090,1144,1162,1186,1232,54,45,72,S,8,0,30.15,Cloudy,30,40
1,1,3,AS,LAX,0,27,91,337,1050,1050,1077,1141,1133,55,52,89,W,22,28,30.08,Cloudy / Windy,26,36
11,13,3,UA,DTW,0,19,315,2079,1165,1165,1184,1300,1292,56,49,77,NW,5,0,29.98,Cloudy,22,46
12,10,2,AS,SEA,20,22,140,679,420,440,462,560,572,55,47,74,CALM,0,0,30.25,Mostly Cloudy,33,47
12,10,2,OO,DAL,45,9,254,1476,480,525,534,614,651,56,47,72,CALM,0,0,30.25,Mostly Cloudy,43,24
12,25,3,WN,LAS,67,12,100,414,1000,1067,1079,1100,1159,54,43,66,NE,24,0,29.7,Cloudy / Windy,24,37
12,27,5,AA,PHX,54,41,133,651,539,593,634,612,658,54,41,62,NE,3,0,30.07,Mostly Cloudy,41,24
11,4,1,UA,LAS,-10,15,98,414,1082,1072,1087,1180,1162,53,47,80,WNW,17,0,29.97,Fair,30,35
11,16,6,DL,LAX,59,26,87,337,420,479,505,507,558,55,53,93,CALM,0,0,30.17,Fog,36,46
1,21,2,OO,MFR,95,11,91,329,1210,1305,1316,1301,1388,56,51,84,SE,7,0,30.17,Cloudy,19,14
1,10,5,DL,LAX,20,32,84,337,1070,1090,1122,1154,1166,51,43,74,W,10,0,30.29,Mostly Cloudy,23,30
1,12,7,OO,SEA,9,21,148,679,767,776,797,915,916,53,43,69,W,17,0,30.15,Mostly Cloudy,23,28
11,2,6,DL,LAX,-1,14,84,337,410,409,423,494,485,60,44,55,NNE,3,0,30.15,Fair,46,28
11,15,5,DL,LAX,45,33,97,337,510,555,588,607,644,61,52,72,ENE,5,0,30.2,Mostly Cloudy,45,23
1,3,5,AA,ORD,-4,14,293,1846,1220,1216,1230,1393,1381,55,48,77,SSE,9,0,30.27,Mostly Cloudy,33,23
12,28,6,OO,SBA,-3,22,82,262,443,440,462,525,514,48,43,83,CALM,0,0,30.19,Fair,49,35
1,13,1,OO,SEA,64,21,148,679,767,831,852,915,971,55,43,64,SW,12,0,30.18,Mostly Cloudy,35,31
1,6,1,UA,OGG,8,10,285,2338,840,848,858,1245,1245,51,40,66,SSW,3,0,30.36,Fair,31,35
11,26,2,AS,PDX,-7,12,114,550,615,608,620,729,714,55,34,45,SW,8,0,29.92,Cloudy,35,39
11,21,4,DL,JFK,-9,21,400,2586,580,571,592,800,783,61,47,60,E,6,0,29.87,Fair,40,26
11,22,5,F9,AUS,-12,12,245,1504,360,348,360,485,465,53,48,83,SSE,6,0,30.16,Fair,26,26
12,23,1,OO,BOI,3,13,121,522,911,914,927,972,967,54,41,62,W,8,0,29.84,Partly Cloudy,37,29
12,11,3,UA,BWI,-2,13,369,2457,1125,1123,1136,1314,1304,58,54,87,ESE,3,0,30.16,Cloudy,16,44
1,23,4,AA,PHX,-8,15,127,651,1268,1260,1275,1335,1319,54,49,83,SE,5,0,30.13,Mostly Cloudy,18,41
11,13,3,AA,MIA,-5,28,383,2585,1092,1087,1115,1295,1282,56,49,77,NW,5,0,29.98,Cloudy,22,46
11,5,2,UA,IAH,-5,15,256,1635,880,875,890,1016,1003,56,48,75,WNW,15,0,29.97,Partly Cloudy,38,28
12,30,1,OO,MFR,-3,10,90,329,650,647,657,740,729,55,43,64,E,3,0,30.1,Fair,38,39
11,19,2,AS,SEA,-5,24,137,679,1055,1050,1074,1192,1179,55,48,77,W,21,0,29.61,Partly Cloudy / Windy,25,32
1,2,4,AA,MIA,-5,26,392,2585,1100,1095,1121,1312,1299,53,46,77,W,5,0,30.15,Partly Cloudy,22,45
12,4,3,OO,SNA,-11,25,95,372,680,669,694,775,756,55,51,86,NNE,3,0,29.81,Cloudy,38,39
1,30,4,UA,AUS,-1,14,248,1504,1119,1118,1132,1247,1238,55,50,83,WNW,12,0,30.24,Fair,31,41
12,2,1,AS,SEA,83,31,137,679,970,1053,1084,1107,1182,56,51,84,ENE,8,0,30.08,Mostly Cloudy,30,34
1,7,2,UA,PDX,-7,18,108,550,972,965,983,1080,1065,53,44,71,W,13,0,30.11,Partly Cloudy,23,25
11,21,4,UA,PDX,-3,13,107,550,1098,1095,1108,1205,1194,57,46,67,SSW,9,0,29.95,Fair,27,36
11,27,3,B6,BOS,-8,18,410,2704,600,592,610,830,814,50,37,61,W,9,0,29.5,Mostly Cloudy,40,27
1,31,5,UA,PDX,-13,24,120,550,577,564,588,697,676,52,50,93,ENE,3,0,30.32,Fog,36,44
1,13,1,DL,JFK,-2,18,415,2586,955,953,971,1190,1180,54,44,69,SSE,5,0,30.17,Cloudy,23,32
11,28,4,OO,PHX,-6,10,133,651,360,354,364,433,419,44,39,82,CALM,0,0,29.6,Mostly Cloudy,25,10
12,4,3,UA,LAX,1,29,87,337,1110,1111,1140,1197,1190,56,51,84,CALM,0,0,29.88,Mostly Cloudy,25,35
11,26,2,DL,DTW,14,17,323,2079,1245,1259,1276,1388,1394,51,43,74,W,23,33,29.55,Light Rain / Windy,23,22
12,3,2,B6,BOS,37,61,408,2704,960,997,1058,1188,1217,56,52,87,CALM,0,0,29.91,Cloudy,24,36
12,1,7,B6,BOS,868,16,414,2704,1085,513,529,1319,739,56,52,87,NNE,9,0,30.03,Cloudy,37,41
1,2,4,UA,EWR,35,23,399,2565,1200,1235,1258,1419,6,54,46,75,SE,9,0,30.25,Partly Cloudy,12,10
11,30,6,AS,LAX,96,27,91,337,1110,1206,1233,1201,1289,54,45,72,SE,18,0,29.83,Cloudy,27,44
11,21,4,AS,PDX,-13,18,114,550,1265,1252,1270,1379,1358,55,46,72,CALM,0,0,30.01,Fair,34,29
12,20,5,OO,BOI,111,15,121,522,689,800,815,750,853,56,48,75,NE,5,0,30.14,Mostly Cloudy,27,30
